Offense Case Type,Offense Date,Offense Time,Charges Description,Offense Street Name,Offense Cross Street,Case Closed,Agency,Officer Code,RACE,Defendant Gender
CO,12/29/2016,8:55 AM,CAMPING IN A PUBLIC PLACE,100 Block North Ih 35 Service Road,,Y,APD,7043,Black,Male
TR,12/29/2016,2:07 AM,PEDESTRIAN CROSSING MIDBLOCK,400 Block East 6th Street,,Y,APD,7240,No Data,Male
CO,12/29/2016,6:48 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,800 Block Brazos Street,,Y,APD,5635,Hispanic,Male
CO,12/29/2016,8:40 AM,CAMPING IN A PUBLIC PLACE,700 Block East 7th Street,,Y,APD,7043,White,Male
CO,12/29/2016,6:34 AM,CAMPING IN A PUBLIC PLACE,500 Block Congress Avenue,,Y,APD,6099,Hispanic,Male
CO,12/29/2016,3:45 PM,AGGRESSIVE SOLICITATION,212 East 6th Street,,Y,APD,6966,Black,Male
CO,12/29/2016,2:00 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500 Block Trinity,,Y,APD,6627,White,Male
TR,12/30/2016,5:30 PM,PEDESTRIAN WALKING AGAINST LIGHT,Red River At East 7th Street,,Y,APD,3462,Black,Male
CO,12/30/2016,11:10 AM,CONSUMING ALCOHOL IN A PUBLIC STREET,700 Block East 6th Street,,Y,APD,3968,Hispanic,Male
CO,12/30/2016,1:00 AM,CONSUMING ALCOHOL IN A PUBLIC STREET,300 Block East 6th Street,,Y,APD,3454,White,Male
CO,12/30/2016,7:35 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,500 Block Neches Street,,Y,APD,7765,Black,Male
CM,12/30/2016,12:00 AM,MINOR CONSUMING ALCOHOL,400 Block East 6th Street,,Y,APD,7756,White,Male
CM,12/30/2016,8:38 PM,PUBLIC INTOXICATION,320 East 6th Street,,Y,APD,7765,Black,Male
CO,12/30/2016,12:50 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,300 Block East 6th Street,,Y,APD,7430,White,Male
CO,12/30/2016,11:10 AM,CONSUMING ALCOHOL IN A PUBLIC STREET,700 East 6th Street,,N,APD,6656,White,Male
CO,12/30/2016,12:10 AM,AGGRESSIVE SOLICITATION,400 Block East 6th Street,,Y,APD,7430,Black,Male
CM,12/30/2016,7:35 PM,Possession of Drug Paraphernalia,500 Block Neches Street,,Y,APD,7765,Black,Male
CO,12/30/2016,1:00 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,300 Block East 6th Street,,Y,APD,3454,White,Male
CO,12/30/2016,9:55 AM,OPEN GLASS CONTAINER,600 Block Congress Avenue,,Y,APD,5907,Black,Male
CM,12/30/2016,3:02 AM,PUBLIC INTOXICATION,701 East 11th Street,,N,APD,6096,White,Female
CO,12/30/2016,11:10 AM,LITTERING,700 Block East 6th Street,,Y,APD,3968,Hispanic,Male
CM,12/31/2016,6:39 PM,FAILURE TO IDENTIFY - REFUSE,300 Block East 6th Street,,Y,APD,7765,White,Male
CM,12/31/2016,3:10 AM,MINOR CONSUMING ALCOHOL,San Jacinto Boulevard And East 11th Stre,,Y,APD,7553,White,Male
CM,12/31/2016,1:30 AM,PUBLIC INTOXICATION,500 Block Neches Street,,N,APD,6633,White,Male
CO,12/31/2016,10:20 AM,AGGRESSIVE SOLICITATION,East 6th Street At Neches Street,,N,APD,7491,White,Male
CM,12/31/2016,12:00 AM,PUBLIC INTOXICATION,421 East 6th Street,,Y,APD,7775,Black,Male
CM,12/31/2016,8:40 PM,CAMPING IN A PUBLIC PLACE,300 Block West 8th Street,,N,APD,4973,White,Male
CM,12/31/2016,12:00 AM,PUBLIC INTOXICATION,800 Block Guadalupe Street,,N,APD,5193,White,Male
CM,12/31/2016,11:53 PM,DISORDERLY CONDUCT - FIGHTING,512 East 6th Street,,N,APD,6633,Black,Male
CM,12/31/2016,3:52 PM,FAILURE TO IDENTIFY - REFUSE,601 East 15th Street,,N,APD,8199,Hispanic,Male
CM,12/31/2016,12:00 AM,PUBLIC INTOXICATION,200 Block East 6th Street,,Y,APD,7238,Hispanic,Male
CM,12/31/2016,6:39 PM,DISORDERLY CONDUCT-INDECENT EXPOSURE #,300 Block East 6th Street,,Y,APD,7765,White,Male
CM,1/1/2017,1:52 AM,PUBLIC INTOXICATION,400 Block East 6th Street,,Y,APD,7433,White,Female
CM,1/1/2017,6:46 AM,PUBLIC INTOXICATION,11704 Sterlinghill Drive,,N,APD,7411,White,Male
CM,1/1/2017,12:25 AM,SIMPLE ASSAULT BY CONTACT,East 6th Street And Trinity Street,,Y,APD,7445,Hispanic,Male
CM,1/1/2017,1:02 AM,DISORDERLY CONDUCT - FIGHTING,323 East 6th Street,,Y,APD,7433,Hispanic,Male
CM,1/1/2017,11:08 PM,Possession of Drug Paraphernalia,201 Comal Street,,N,APD,6145,Black,Female
CM,1/1/2017,11:08 PM,Possession of Drug Paraphernalia,201 Comal Street,,N,APD,6145,White,Female
CO,1/1/2017,1:55 AM,HUMAN WASTE,500 Block Trinity Street,,Y,APD,5666,White,Male
CM,1/1/2017,12:25 AM,Possession of Drug Paraphernalia,East 6th Street And Trinity Street,,Y,APD,7445,Hispanic,Male
CO,1/2/2017,12:30 AM,HUMAN WASTE,500 Block Congress Avenue,,Y,APD,7245,Hispanic,Male
CM,1/2/2017,1:35 AM,DISORDERLY CONDUCT - FIGHTING,409 East 6th Street,,Y,APD,7625,White,Male
CO,1/2/2017,1:00 PM,CAMPING IN A PUBLIC PLACE,620 East 3rd Street,,N,APD,5944,No Data,Female
CO,1/2/2017,1:36 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,700 Block East 6th Street,,Y,APD,7491,Black,Male
CO,1/2/2017,7:09 AM,CAMPING IN A PUBLIC PLACE,811 Trinity Street,,Y,APD,7043,Black,Female
CM,1/2/2017,2:06 AM,THEFT OF SERVICE,310 East 6th Street,,Y,APD,7433,White,Male
CM,1/2/2017,1:30 AM,DISORDERLY CONDUCT - FIGHTING,408 East 6th Street,,Y,APD,7077,Hispanic,Male
CM,1/2/2017,12:00 AM,PUBLIC INTOXICATION,600 Block San Jacinto Boulevard,,N,APD,5666,Hispanic,Female
CO,1/2/2017,7:00 AM,CAMPING IN A PUBLIC PLACE,811 Trinity Street,,Y,APD,7202,Black,Male
CM,1/2/2017,12:00 AM,MISDEMEANOR THEFT C - LESS THAN $100,500 Block East 4th Street,,Y,APD,7769,Black,Female
CO,1/2/2017,1:00 PM,CAMPING IN A PUBLIC PLACE,620 East 3rd Street,,N,APD,5944,White,Male
CM,1/2/2017,2:40 PM,Possession of Drug Paraphernalia,600 Block Neches Street,,N,APD,7284,Hispanic,Male
CO,1/2/2017,1:44 PM,HUMAN WASTE,308 East 6th Street,,Y,APD,4973,White,Male
CO,1/3/2017,6:30 AM,CAMPING IN A PUBLIC PLACE,700 Block Neches Street,,Y,APD,7043,Black,Male
CO,1/3/2017,6:30 AM,CAMPING IN A PUBLIC PLACE,500 Block East 7th Street,,Y,APD,7713,Black,Female
CO,1/3/2017,3:00 PM,OPEN GLASS CONTAINER,700 Block East 7th Street,,Y,APD,6801,Black,Female
CO,1/3/2017,6:25 AM,CAMPING IN A PUBLIC PLACE,700 Block Neches Street,,N,APD,3968,Black,Male
CO,1/3/2017,6:30 AM,CAMPING IN A PUBLIC PLACE,700 Block Neches Street,,N,APD,3968,Black,Male
CO,1/3/2017,3:25 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,East 8th Street At Trinity Street,,Y,APD,4560,Black,Male
CO,1/3/2017,2:47 PM,AGGRESSIVE SOLICITATION,400 Block East 6th Street,,Y,APD,6167,White,Female
CO,1/3/2017,6:28 AM,CAMPING IN A PUBLIC PLACE,700 Block Neches Street,,N,APD,6099,Black,Female
TR,1/3/2017,7:55 AM,PEDESTRIAN WALKING AGAINST LIGHT,7th Street At Neches Street,,Y,APD,3968,Black,No Data
CO,1/3/2017,7:04 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Trinity Street,,Y,APD,5620,White,Male
CO,1/3/2017,7:10 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Trinity,,Y,APD,5635,White,Male
CO,1/3/2017,10:17 PM,AGGRESSIVE SOLICITATION,700 Block East 7th Street,,Y,APD,7430,Black,Female
CO,1/3/2017,5:52 PM,AGGRESSIVE SOLICITATION,East 6th Street At Brazos Street,,Y,APD,6167,White,Male
CO,1/3/2017,7:10 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Trintiy Street,,Y,APD,5635,White,Male
CO,1/3/2017,6:28 AM,CAMPING IN A PUBLIC PLACE,500 Block East 7th Street,,Y,APD,6144,Black,Female
CO,1/3/2017,3:45 PM,AGGRESSIVE SOLICITATION,East 6th Street At Brazos Street,,Y,APD,6167,White,Male
CO,1/3/2017,6:15 AM,CAMPING IN A PUBLIC PLACE,700 Block Neches Street,,Y,APD,7202,Black,Male
CO,1/3/2017,3:00 PM,LITTERING,700 Block East 7th Street,,Y,APD,6801,Black,Female
CO,1/3/2017,7:04 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Trinity Street,,N,APD,5620,White,Male
CO,1/3/2017,6:40 AM,CAMPING IN A PUBLIC PLACE,700 Block Neches Street,,Y,APD,3968,Black,Male
CO,1/3/2017,7:03 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Trinity Street,,Y,APD,5635,Black,Male
CO,1/3/2017,6:30 AM,CAMPING IN A PUBLIC PLACE,700 Block Neches Street,,Y,APD,3968,Black,Female
CM,1/14/2017,12:00 AM,PUBLIC INTOXICATION,417 East 6th Street,,Y,APD,6633,Hispanic,Male
CO,1/3/2017,6:30 AM,CAMPING IN A PUBLIC PLACE,500 Block East 7th Street,,Y,APD,3968,Black,Male
CO,1/3/2017,6:30 AM,CAMPING IN A PUBLIC PLACE,700 Block Neches Street,,Y,APD,7043,White,Female
CO,1/3/2017,3:24 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,400 Block East 8th Street,,Y,APD,4560,Black,Male
CO,1/3/2017,6:40 AM,CAMPING IN A PUBLIC PLACE,700 Block Neches Street,,N,APD,7202,Black,Female
CO,1/3/2017,6:31 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500 Block East 7th Street,,Y,APD,5635,Black,Female
CO,1/3/2017,6:30 AM,CAMPING IN A PUBLIC PLACE,500 Block East 7th Street,,Y,APD,5620,Black,Male
CO,1/3/2017,2:39 PM,AGGRESSIVE SOLICITATION,600 Block Congress Avenue,,Y,APD,6853,White,Male
CO,1/3/2017,3:41 PM,AGGRESSIVE SOLICITATION,East 6th Street At San Jacinto Boulevard,,N,APD,6853,White,Male
CO,1/3/2017,4:57 PM,AGGRESSIVE SOLICITATION,East 7th Street At North Ih35,,Y,APD,6757,White,Male
CO,1/4/2017,4:40 PM,AGGRESSIVE SOLICITATION,6th Street At Congress Avenue,,Y,APD,6801,White,Female
CM,1/4/2017,10:19 PM,Possession of Drug Paraphernalia,200 Block East 6th Street,,Y,APD,7615,White,Male
CO,1/4/2017,2:45 PM,AGGRESSIVE SOLICITATION,6th Street At Neches Street,,Y,APD,6488,White,Male
CO,1/4/2017,4:20 PM,AGGRESSIVE SOLICITATION,223 East 6th Street,,Y,APD,6488,Black,Male
CM,1/4/2017,12:39 AM,MINOR CONSUMING ALCOHOL,400 Block East 6th Street,,N,APD,7638,White,Female
CM,1/4/2017,11:15 PM,PUBLIC INTOXICATION,720 West 6th Street,,Y,APD,7608,White,Male
CO,1/4/2017,12:30 PM,CAMPING IN A PUBLIC PLACE,800 Block Congress Avenue,,Y,APD,6971,White,Female
CO,1/4/2017,5:10 PM,HUMAN WASTE,700 Block Trinity Street,,Y,APD,4560,White,Male
CO,1/4/2017,3:32 PM,AGGRESSIVE SOLICITATION,200 Block East 6th Street,,Y,APD,6488,Hispanic,Male
CO,1/4/2017,5:25 PM,AGGRESSIVE SOLICITATION,San Jacinto Boulevard At East 6th Street,,Y,APD,6488,White,Male
CO,1/4/2017,3:38 PM,AGGRESSIVE SOLICITATION,East 6th Street At San Jacinto Boulevard,,Y,APD,6488,Black,Male
CO,1/5/2017,10:00 AM,CAMPING IN A PUBLIC PLACE,500 Block East 7th Street,,Y,APD,4626,Black,Male
CO,1/5/2017,7:08 AM,CAMPING IN A PUBLIC PLACE,500 Block East 7th Street,,N,APD,6144,Hispanic,Male
CO,1/5/2017,9:58 AM,CAMPING IN A PUBLIC PLACE,500 Block East 7th Street,,Y,APD,4422,Black,Male
CO,1/5/2017,10:00 AM,CAMPING IN A PUBLIC PLACE,500 Block East 7th Street,,N,APD,4626,Black,Male
CO,1/5/2017,10:03 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500 Block East 7th Street,,Y,APD,5635,Black,Female
CO,1/5/2017,1:02 AM,AGGRESSIVE SOLICITATION,500 Block Congress Avenue,,N,APD,6144,Hispanic,Male
CO,1/5/2017,2:30 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,200 Block Congress Avenue,,Y,APD,6987,Hispanic,Male
CO,1/5/2017,10:00 AM,CAMPING IN A PUBLIC PLACE,500 Block East 7th Street,,Y,APD,4626,White,Female
CM,1/6/2017,1:20 AM,DISORDERLY CONDUCT - FIGHTING,314 East 6th Street,,Y,APD,6155,Hispanic,Male
CM,1/6/2017,12:00 AM,PUBLIC INTOXICATION,400 Block East 6th Street,,Y,APD,7042,Hispanic,Male
CM,1/6/2017,12:00 PM,PUBLIC INTOXICATION,56 East Avenue,,Y,APD,7402,White,Male
CM,1/6/2017,1:20 AM,DISORDERLY CONDUCT - FIGHTING,314 East 6th Street,,N,APD,6155,Hispanic,Male
CO,1/6/2017,2:15 AM,HUMAN WASTE,400 Block East 7th Street,,Y,APD,7433,Black,Male
CM,1/6/2017,8:04 PM,PUBLIC INTOXICATION,2710 Guadalupe Street,,Y,APD,7604,White,Male
CM,1/7/2017,12:00 AM,PUBLIC INTOXICATION,90 Rainey Street,,Y,APD,7869,White,Male
CM,1/7/2017,12:00 AM,PUBLIC INTOXICATION,650 Neches Street,,Y,APD,7756,White,Male
CO,1/7/2017,12:35 PM,AGGRESSIVE SOLICITATION,Cesar Chavez Street And Ih 35 Service Ro,,Y,APD,7491,White,Male
CM,1/8/2017,1:32 AM,PUBLIC INTOXICATION,401 East 6th Street,,Y,APD,7433,White,Male
CM,1/8/2017,12:14 AM,PUBLIC INTOXICATION,800 Block Concho,,Y,APD,6802,White,Male
TR,1/8/2017,12:00 AM,PEDESTRIAN ON ROADWAY,100 Block East 7th Street,,Y,APD,7445,White,Male
CM,1/8/2017,7:41 PM,PUBLIC INTOXICATION,300 Block East 8th Street,,N,APD,7699,Hispanic,Male
CM,1/8/2017,12:00 AM,PUBLIC INTOXICATION,403 East 6th Street,,Y,APD,5666,White,Female
CM,1/8/2017,1:50 AM,MINOR CONSUMING ALCOHOL,500 Block Trinity Street,,Y,APD,6971,White,Female
CO,1/8/2017,6:30 PM,AGGRESSIVE SOLICITATION,300 Block East 6th Street,,Y,APD,7284,White,Male
TR,1/8/2017,6:30 PM,PEDESTRIAN WALKING AGAINST LIGHT,300 Block East 6th Street,,Y,APD,7284,White,Male
CM,1/8/2017,1:30 AM,PUBLIC INTOXICATION,6th Street At San Jacinto Boulevard,,Y,APD,7772,White,Female
CO,1/9/2017,4:15 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,400 Block Brazos Street,,Y,APD,6802,White,Male
CM,1/9/2017,4:43 AM,PUBLIC INTOXICATION,North Ih 35 Service Road And Flores Stre,,Y,APD,2937,White,Female
CO,1/9/2017,7:38 AM,HUMAN WASTE,300 Block East 7th Street,,Y,APD,7043,Black,Male
CM,1/9/2017,4:15 PM,Possession of Drug Paraphernalia,400 Block Brazos Street,,Y,APD,6802,White,Male
CM,1/9/2017,12:00 AM,PUBLIC INTOXICATION,601 East 15th Street,,N,APD,2581,White,Male
CM,1/9/2017,1:52 AM,PUBLIC INTOXICATION,6th Street And Trinity Street,,N,APD,7077,White,Male
CO,1/9/2017,12:57 PM,AGGRESSIVE SOLICITATION,6th Street At Congress Avenue,,Y,APD,4973,White,Male
CM,1/9/2017,12:38 AM,PUBLIC INTOXICATION,100 Block East 3rd Street,,Y,APD,6971,White,Male
CO,1/10/2017,6:30 AM,CAMPING IN A PUBLIC PLACE,500 Block Trinity,,Y,APD,4626,White,Male
CO,1/10/2017,7:50 AM,CAMPING IN A PUBLIC PLACE,600 Block Neches Street,,N,APD,3968,Hispanic,Male
CO,1/10/2017,8:35 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,700 Block North Ih 35 Service Road,,Y,APD,7713,White,Male
CO,1/10/2017,6:35 AM,CAMPING IN A PUBLIC PLACE,500 Block Trinity Street,,N,APD,7043,White,Male
CO,1/10/2017,6:44 AM,CAMPING IN A PUBLIC PLACE,706 Guadalupe Street,,Y,APD,7713,White,Female
CO,1/10/2017,11:00 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,East Cesar Chavez Street And N Ih 35,,Y,APD,6434,White,Male
CO,1/10/2017,8:48 AM,AGGRESSIVE SOLICITATION,700 Block North Ih 35 Service Road,,Y,APD,7713,Black,Male
CO,1/10/2017,8:40 AM,AGGRESSIVE SOLICITATION,6th Street At Congress,,Y,APD,4626,White,Female
CO,1/11/2017,6:30 AM,CAMPING IN A PUBLIC PLACE,700 Block Neches Street,,Y,APD,7713,Hispanic,Female
CM,1/11/2017,7:30 AM,PUBLIC INTOXICATION,5th Street And Congress Avenue,,Y,APD,4560,Hispanic,Male
CO,1/11/2017,6:34 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500 Block East 7th Street,,N,APD,7043,Black,Male
CO,1/11/2017,2:30 PM,AGGRESSIVE SOLICITATION,600 Block Congress,,Y,APD,6144,White,Male
CO,1/11/2017,6:30 AM,CAMPING IN A PUBLIC PLACE,700 Block Neches Street,,N,APD,7202,Black,Male
CO,1/11/2017,1:47 PM,AGGRESSIVE SOLICITATION,600 Block Brazos Street,,Y,APD,6144,Black,Male
CO,1/11/2017,6:20 AM,HUMAN WASTE,700 Block Red River,,Y,APD,3968,Hispanic,Male
CM,1/11/2017,12:00 PM,Possession of Drug Paraphernalia,700 Block Neches Street,,Y,APD,6290,White,Female
CO,1/11/2017,10:05 AM,HUMAN WASTE,400 Block West 8th Street,,Y,APD,5907,Hispanic,Male
CO,1/11/2017,6:40 AM,CAMPING IN A PUBLIC PLACE,30 Block Neches Street,,Y,APD,3968,Hispanic,Male
CO,1/11/2017,12:45 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,6th Street And Congress Avenue,,Y,APD,4626,White,Male
CO,1/11/2017,6:30 AM,CAMPING IN A PUBLIC PLACE,700 Block Neches Street,,Y,APD,7713,Black,Male
CO,1/11/2017,6:37 AM,CAMPING IN A PUBLIC PLACE,500 Block East 7th Street,,Y,APD,4626,Black,Male
CO,1/11/2017,6:30 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500 East 7th Street,,Y,APD,7043,Black,Male
CO,1/11/2017,6:30 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500 Block East 7th Street,,Y,APD,7043,Black,Male
CO,1/11/2017,6:30 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500 Block East 7th Street,,N,APD,7043,Black,Male
CO,1/11/2017,1:50 PM,AGGRESSIVE SOLICITATION,200 Block East 6th Street,,Y,APD,5635,White,Male
CO,1/11/2017,8:49 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,700 Block East 9th Street,,Y,APD,7796,White,Male
CO,1/11/2017,8:49 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,700 Block East 9th Street,,Y,APD,7796,White,Male
TR,1/11/2017,1:50 PM,PEDESTRIAN WALKING AGAINST LIGHT,200 Block East 6th Street,,Y,APD,5635,White,Male
CO,1/11/2017,6:30 AM,CAMPING IN A PUBLIC PLACE,700 Block Neches Street,,N,APD,7202,Black,Female
CM,1/12/2017,9:55 AM,PUBLIC INTOXICATION,East 7th Street And Red River Street,,N,APD,7615,White,Male
CO,1/12/2017,6:37 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,300 Block Congress,,Y,APD,6099,Hispanic,Male
CO,1/12/2017,7:15 AM,CAMPING IN A PUBLIC PLACE,410 Comal Street,,Y,APD,6687,Black,Male
CO,1/12/2017,7:29 AM,CAMPING IN A PUBLIC PLACE,500 Block Trinity,,Y,APD,6099,White,Female
CO,1/12/2017,8:38 AM,CONSUMING ALCOHOL IN A PUBLIC STREET,300 Block Comal Street,,N,APD,6290,White,Female
CO,1/12/2017,7:20 AM,CAMPING IN A PUBLIC PLACE,500 Block Trinity Street,,Y,APD,7415,White,Male
CM,1/12/2017,6:20 AM,Possession of Drug Paraphernalia,700 Block Red River Street,,Y,APD,3968,Black,Male
CO,1/12/2017,2:55 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,400 Block Congress Avenue,,N,APD,5635,White,Male
CM,1/12/2017,10:29 AM,PUBLIC INTOXICATION,1400 Block West Avenue,,N,APD,3590,White,Male
TR,1/12/2017,12:00 AM,PEDESTRIAN ON ROADWAY,500 Block Congress Avenue,,Y,APD,7104,White,Female
CO,1/12/2017,6:24 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,100 Block East 2nd Street,,N,APD,7043,White,Male
CO,1/12/2017,8:45 AM,CONSUMING ALCOHOL IN A PUBLIC STREET,300 Block Comal Street,,Y,APD,7408,Black,Female
CO,1/12/2017,7:30 AM,CAMPING IN A PUBLIC PLACE,500 Block Trinity Street,,Y,APD,7415,White,Male
CO,1/12/2017,7:05 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,823 Congress Avenue,,Y,APD,7043,Black,Male
CM,1/12/2017,1:26 PM,Possession of Drug Paraphernalia,500 Block East 7th Street,,Y,APD,6099,Black,Male
CM,1/12/2017,10:14 AM,Possession of Drug Paraphernalia,1700 Block East Cesar Chavez,,N,APD,7402,Hispanic,Male
CO,1/12/2017,6:46 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,100 Block West 3rd Street,,Y,APD,6099,White,Male
CO,1/12/2017,6:24 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,100 Block 2nd Street,,Y,APD,6099,White,Male
TR,1/12/2017,12:00 AM,PEDESTRIAN ON ROADWAY,300 Block East 7th Street,,Y,APD,7207,Black,Male
CM,1/12/2017,12:00 AM,PUBLIC INTOXICATION,500 Block Trinity,,N,APD,6127,White,Male
CO,1/12/2017,8:45 AM,CONSUMING ALCOHOL IN A PUBLIC STREET,300 Block Comal Street,,Y,APD,7408,Black,Male
CO,1/12/2017,6:10 AM,AGGRESSIVE SOLICITATION,700 Block  East 7th Street,,N,APD,3745,Black,Female
CM,1/13/2017,11:10 PM,Possession of Drug Paraphernalia,1506 East 4th Street,,Y,APD,7408,Hispanic,Male
CO,1/13/2017,5:51 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,600 Block Trinity Street,,Y,APD,5351,Black,Male
CO,1/13/2017,11:27 PM,PARK CURFEW VIOLATION,600 Block Sabine Street,,Y,APD,7451,Black,Male
CO,1/13/2017,12:40 PM,AGGRESSIVE SOLICITATION,6th Street At Congress,,Y,APD,3454,White,Male
CO,1/13/2017,2:05 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Trinity,,Y,APD,3454,Black,Female
CM,1/13/2017,5:50 PM,Possession of Drug Paraphernalia,600 Block Congress Avenue,,Y,APD,6802,White,Female
CM,1/13/2017,8:45 PM,SIMPLE ASSAULT BY CONTACT,500 Block East 7th Street,,Y,APD,7765,White,Male
CO,1/13/2017,2:00 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Trinity Street,,N,APD,7042,Black,Male
CM,1/13/2017,12:28 AM,MINOR CONSUMING ALCOHOL,317 East 6th Street,,Y,APD,7869,White,Female
CO,1/13/2017,3:31 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,West Avenue And West 5th Street,,Y,APD,7077,White,Male
CO,1/13/2017,2:00 PM,HUMAN WASTE,700 East 6th Street,,N,APD,6656,No Data,Male
CM,1/13/2017,8:45 PM,PUBLIC INTOXICATION,500 Block East 7th Street,,Y,APD,7765,White,Male
TR,1/13/2017,12:00 AM,PEDESTRIAN WALKING AGAINST LIGHT,6th Street And San Jacinto,,N,APD,7400,White,Male
CO,1/13/2017,3:21 AM,CONSUMING ALCOHOL IN A PUBLIC STREET,600 Block Congress,,Y,APD,3454,White,Male
CM,1/13/2017,12:00 AM,MISREPRESENTATION OF AGE BY MINOR,300 Block East 6th Street,,Y,APD,7869,White,Female
CM,1/13/2017,12:28 AM,MISREPRESENTATION OF AGE BY MINOR,317 East 6th Street,,Y,APD,7869,White,Female
CM,1/13/2017,8:05 PM,Possession of Drug Paraphernalia,300 Block East 6th Street,,Y,APD,7765,White,Male
CM,1/13/2017,12:00 AM,THEFT OF SERVICE,East 7th Street And North Ih 35 Service,,Y,APD,7869,No Data,Female
CM,1/13/2017,12:00 AM,PUBLIC INTOXICATION,209 East 6th Street,,Y,APD,7422,Black,Male
CM,1/13/2017,1:00 AM,MINOR IN POSSESSION OF ALCOHOL,200 Block East 6th Street,,Y,APD,5617,White,Female
CO,1/13/2017,10:10 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500 Block Brazos Street,,N,APD,7451,White,Male
CO,1/13/2017,8:05 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,300 Block East 6th Street,,Y,APD,7765,White,Male
CO,1/13/2017,10:03 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500 Block Brazos Street,,N,APD,7400,No Data,No Data
CM,1/13/2017,12:05 AM,MINOR IN POSSESSION OF ALCOHOL,200 Block East 6th Street,,Y,APD,5617,White,Female
TR,1/13/2017,3:04 PM,PEDESTRIAN CROSSING MIDBLOCK,200 Block East 6th Street,,Y,APD,7567,White,Male
CO,1/14/2017,2:15 AM,HUMAN WASTE,600 Block West Avenue At West 7th Street,,Y,APD,7433,White,Male
CO,1/14/2017,2:05 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,700 Block East Cesar Chavez,,Y,APD,5660,Black,Male
CO,1/14/2017,11:15 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,800 Block North Ih35 Service Road,,N,APD,7625,No Data,Male
CO,1/14/2017,8:00 AM,HUMAN WASTE,700 Block Neches Street,,N,APD,6627,Black,Male
CM,1/14/2017,12:00 AM,PUBLIC INTOXICATION,83 Rainey Street,,Y,APD,7238,White,Male
CM,1/14/2017,10:00 AM,Possession of Drug Paraphernalia,1100 Block Waller Creek,,N,APD,7758,Black,Male
CM,1/14/2017,10:02 PM,PUBLIC INTOXICATION,300 Block East 2nd Street,,N,APD,5159,White,Male
CM,1/14/2017,1:40 AM,DRIVING UNDER INFLUENCE OF ALCOHOL BY MINOR,East 4th Street And Trinity,,Y,APD,7565,White,Female
CM,1/15/2017,10:50 PM,Possession of Drug Paraphernalia,400 Block East 4th Street,,Y,APD,5159,White,Male
CM,1/15/2017,9:30 PM,PUBLIC INTOXICATION,506 West Avenue,,Y,APD,7284,White,Male
CM,1/15/2017,1:55 AM,PUBLIC INTOXICATION,300 Block East 6th Street,,N,APD,7251,White,Male
CM,1/15/2017,2:30 AM,DISREGARD ORDER OF A POLICE OFFICER,600 Block Sabine Street,,Y,APD,7203,Black,Male
