Offense Case Type,Offense Date,Offense Time,Charges Description,Offense Street Name,Offense Cross Street,Case Closed,Agency,Officer Code,RACE,Defendant Gender
CM,12/7/2016,7:30 PM,Possession of Drug Paraphernalia,500 Block Trinity Street,,Y,APD,6802,Hispanic,Male
CO,12/7/2016,7:17 AM,CAMPING IN A PUBLIC PLACE,811 Congress Avenue,,Y,APD,4973,White,Male
CM,12/7/2016,12:00 AM,PUBLIC INTOXICATION,500 Block Brazos Street,,N,APD,7699,White,Male
CO,12/7/2016,10:30 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,100 Block Colorado,,Y,APD,6987,Hispanic,Male
CM,12/7/2016,12:00 AM,PUBLIC INTOXICATION,600 Block Sabine,,N,APD,6656,Black,Male
CO,12/7/2016,6:23 AM,CAMPING IN A PUBLIC PLACE,617 Congress,,N,APD,4973,Hispanic,Male
CO,12/7/2016,6:15 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Congress Avenue,,Y,APD,4973,White,Male
CO,12/7/2016,7:30 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500 Block Trinity Street,,Y,APD,6802,Hispanic,Male
CO,12/7/2016,12:10 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,412 Comal Street,,Y,APD,6151,White,Female
CO,12/7/2016,7:46 AM,AGGRESSIVE SOLICITATION,200 Block Lavaca,,Y,APD,4973,White,Male
CO,12/8/2016,8:08 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,700 Block North Ih 35 Service Road,,Y,APD,6145,Black,Male
CM,12/8/2016,2:56 AM,PUBLIC INTOXICATION,709 West 26th Street,,N,APD,8006,White,Male
CM,12/8/2016,7:58 AM,PUBLIC INTOXICATION,318 Colorado Street,,N,APD,7756,White,Male
CM,12/8/2016,3:56 AM,PUBLIC INTOXICATION,800 Block Congress Avenue,,N,APD,5159,Black,Male
CM,12/8/2016,12:43 AM,PUBLIC INTOXICATION,98 San Jacinto Boulevard,,Y,APD,7284,White,Female
CO,12/8/2016,11:52 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Congress Avenue,,Y,APD,4042,White,Male
CM,12/9/2016,3:00 AM,PUBLIC INTOXICATION,401 East 6th Street,,Y,APD,7597,White,Female
CO,12/9/2016,9:00 PM,HUMAN WASTE,6th Street And Rio Grande Street,,Y,APD,7869,White,Male
CO,12/9/2016,10:48 PM,AGGRESSIVE SOLICITATION,300 Block East 6th Street,,Y,APD,3454,White,Male
CM,12/9/2016,12:00 AM,PUBLIC INTOXICATION,400 Block East 6th Street,,N,APD,7625,No Data,Male
CM,12/9/2016,12:33 AM,MINOR CONSUMING ALCOHOL,309 East 6th Street,,Y,APD,7601,White,Female
CM,12/9/2016,2:00 AM,PUBLIC INTOXICATION,400 Block East 6th Street,,Y,APD,7240,White,Male
CM,12/9/2016,1:01 AM,PUBLIC INTOXICATION,400 Block East 6th Street,,Y,APD,5159,White,Male
CO,12/9/2016,10:48 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,300 Block East 6th Street,,Y,APD,3454,White,Male
CM,12/9/2016,9:00 PM,PUBLIC INTOXICATION,6th Street And Rio Grande Street,,Y,APD,7869,White,Male
CM,12/9/2016,12:00 AM,PUBLIC INTOXICATION,402 East 6th Street,,Y,APD,7625,Hispanic,Male
CM,12/10/2016,1:10 AM,PUBLIC INTOXICATION,500 Block Rio Grande Street,,Y,APD,7433,White,Male
CM,12/10/2016,1:31 AM,PUBLIC INTOXICATION,700 Block West 6th Street,,Y,APD,5159,White,Male
CO,12/10/2016,1:10 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Congress Avenue,,Y,APD,6159,White,Male
CO,12/11/2016,1:00 AM,Interference with a police service animal,200 Block East 6th Street,,Y,APD,7759,Black,Male
CM,12/11/2016,12:00 AM,Possession of Drug Paraphernalia,200 Block Brazos Street,,N,APD,6096,Black,Male
CM,12/11/2016,2:30 AM,PUBLIC INTOXICATION,100 Block East 8th Street,,Y,APD,4729,White,Female
CM,12/11/2016,12:00 AM,PUBLIC INTOXICATION,300 Block East 6th Street,,Y,APD,7104,Hispanic,Male
CM,12/11/2016,12:00 AM,PUBLIC INTOXICATION,200 Block Brazos Street,,N,APD,6096,Black,Male
CM,12/11/2016,12:15 AM,DISREGARD ORDER OF A POLICE OFFICER,600 Block East 6th Street,,Y,APD,3454,White,Male
CM,12/11/2016,12:17 AM,PUBLIC INTOXICATION,400 Block East 6th Street,,Y,APD,7553,White,Female
CM,12/12/2016,12:48 AM,PUBLIC INTOXICATION,West 24th Street And Guadalupe Street,,Y,APD,7870,White,Male
CM,12/12/2016,11:30 PM,Possession of Drug Paraphernalia,800 Block Brazos Street,,Y,APD,7625,Black,Male
CM,12/12/2016,1:29 AM,PUBLIC INTOXICATION,60 Block Rainey Street,,Y,APD,7616,White,No Data
CM,12/12/2016,6:00 PM,PUBLIC INTOXICATION,300 Block East 4th Street,,N,APD,7772,White,Male
TR,12/12/2016,11:30 PM,PEDESTRIAN CROSSING MIDBLOCK,800 Block Brazos Street,,Y,APD,7625,Black,Male
CO,12/13/2016,8:40 AM,OPEN GLASS CONTAINER,600 Block Neches Street,,Y,APD,6627,Hispanic,Male
CO,12/13/2016,12:00 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,900 Block Guadalupe Street,,Y,APD,5178,White,Male
CM,12/13/2016,12:00 AM,PUBLIC INTOXICATION,800 Block East 6th Street,,Y,APD,7203,White,Female
CO,12/13/2016,8:40 AM,CONSUMING ALCOHOL IN A PUBLIC STREET,600 Block Neches Street,,Y,APD,6627,Hispanic,Male
CM,12/13/2016,11:53 AM,MISDEMEANOR THEFT C - LESS THAN $100,525 North Lamar Boulevard,,Y,APD,3745,Black,Male
CM,12/13/2016,12:00 AM,PUBLIC INTOXICATION,317 East 6th Street,,N,APD,7764,White,Male
CO,12/13/2016,12:00 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,900 Block Guadalupe Street,,Y,APD,5178,White,Female
CM,12/14/2016,12:00 AM,Possession of Drug Paraphernalia,609 Congress Avenue,,Y,APD,7756,Black,Male
CO,12/14/2016,8:55 AM,CAMPING IN A PUBLIC PLACE,807 Brazos Street,,Y,APD,4973,Black,Male
CO,12/14/2016,5:35 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,700 Block Red River Street,,Y,APD,5617,Black,Male
CO,12/14/2016,7:45 AM,CAMPING IN A PUBLIC PLACE,500 Block East 6th Street,,Y,APD,4973,White,Female
CM,12/14/2016,12:00 AM,PUBLIC INTOXICATION,1016 East 6th Street,,N,APD,7203,White,Female
CM,12/14/2016,12:00 AM,PUBLIC INTOXICATION,500 Block Ih 35 At Cesar Chavez,,Y,APD,5968,White,Male
TR,12/14/2016,9:41 PM,PEDESTRIAN CROSSING MIDBLOCK,500 Block Colorado Street,,Y,APD,6971,White,Female
CM,12/14/2016,5:35 PM,Possession of Drug Paraphernalia,700 Block Red River Street,,Y,APD,5617,Black,Male
CM,12/15/2016,12:00 AM,PUBLIC INTOXICATION,East 8th Street And Ih 35 Service Road,,Y,APD,5193,White,Male
CO,12/15/2016,10:06 PM,AGGRESSIVE SOLICITATION,500 Block Trinity,,Y,APD,7430,White,Male
CO,12/15/2016,7:36 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500 Block Trinity Street,,Y,APD,7240,Black,Male
CO,12/15/2016,10:00 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500 Block Trinity Street,,Y,APD,7040,White,Male
CO,12/15/2016,7:40 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500 Block Trinity Street,,Y,APD,7240,Black,Male
CO,12/15/2016,10:30 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,800 Block East 6th Street,,Y,APD,7779,White,Male
CO,12/15/2016,7:44 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500 Block Trinity Street,,N,APD,7430,Black,Male
CM,12/15/2016,10:27 PM,Possession of Drug Paraphernalia,300 Block East 5th Street,,Y,APD,7769,Black,Male
CM,12/15/2016,12:00 AM,PUBLIC INTOXICATION,403 East 6th Street,,Y,APD,7597,No Data,No Data
CO,12/15/2016,10:06 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500 Block Trinity,,Y,APD,7430,White,Male
CO,12/15/2016,7:35 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500 Block Trinity,,Y,APD,7042,White,Male
CO,12/15/2016,8:15 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,6th Street And Neches Street,,Y,APD,7779,Black,Male
CO,12/15/2016,7:35 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500 Block Trinity Street,,Y,APD,7042,White,Male
CO,12/15/2016,10:10 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500 Block Trinity Street,,Y,APD,7240,White,Male
CM,12/15/2016,1:30 AM,PUBLIC INTOXICATION,400 Block East 6th Street,,Y,APD,7433,White,Male
CM,12/15/2016,12:00 AM,PUBLIC INTOXICATION,500 Block Neches Street,,Y,APD,6971,No Data,No Data
CO,12/15/2016,7:33 PM,HUMAN WASTE,500 Block East 6th Street,,Y,APD,7430,White,Male
CO,12/15/2016,10:00 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500 Block Trinity Street,,Y,APD,7042,White,Male
TR,12/16/2016,11:05 PM,PEDESTRIAN CROSSING MIDBLOCK,700 Block Neches Street,,Y,APD,7430,White,Male
CM,12/16/2016,12:25 AM,MINOR CONSUMING ALCOHOL,East 6th Street And Trinity Street,,Y,APD,7601,White,Male
CO,12/16/2016,8:05 PM,LITTERING,800 Block Lavaca Street,,Y,APD,6145,White,Male
CM,12/16/2016,2:08 AM,PUBLIC INTOXICATION,400 Block East 6th Street,,Y,APD,7433,Black,Male
CM,12/16/2016,1:37 AM,PUBLIC INTOXICATION,317 East 6th Street,,Y,APD,7445,Black,Male
CM,12/16/2016,12:00 AM,PUBLIC INTOXICATION,West 6th Street And Rio Grande Street,,Y,APD,7869,Hispanic,Male
CO,12/16/2016,11:20 PM,OPEN GLASS CONTAINER,700 Block Red River Street,,Y,APD,7422,White,Female
CM,12/16/2016,7:40 PM,Possession of Drug Paraphernalia,1800 Block East 3rd Street,,Y,APD,7435,White,Male
CM,12/16/2016,2:08 AM,DISORDERLY CONDUCT - FIGHTING,East 6th Street And Trinity,,Y,APD,5159,White,Male
CM,12/16/2016,2:15 AM,DISORDERLY CONDUCT - FIGHTING,6th Street And Trinity Street,,Y,APD,6971,White,Male
CO,12/16/2016,8:05 PM,SMOKING ORD - WITH IN 15 FT OF PUB ENTRANCE,800 Block Lavaca Street,,Y,APD,6145,White,Male
TR,12/16/2016,12:00 AM,PEDESTRIAN ON ROADWAY,2nd Street And Guadalupe Street,,Y,APD,7802,Black,Male
CM,12/16/2016,2:08 AM,DISORDERLY CONDUCT - FIGHTING,400 Block East 6th Street,,Y,APD,7433,Black,Male
CM,12/16/2016,2:32 PM,FAILURE TO IDENTIFY - REFUSE,2602 Guadalupe Street,,Y,APD,6120,White,Female
CO,12/16/2016,11:50 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500 Block Trinity Street,,Y,APD,7779,White,Male
CM,12/16/2016,12:30 AM,PUBLIC INTOXICATION,East 4th Street And Congress Avenue,,Y,APD,7772,White,Male
CM,12/16/2016,7:40 PM,Possession of Drug Paraphernalia,1800 Block East 3rd Street,,Y,APD,6294,Hispanic,Female
CM,12/17/2016,8:00 AM,PUBLIC INTOXICATION,600 Block Congress Avenue,,Y,APD,7615,White,Male
CM,12/17/2016,12:00 AM,PUBLIC INTOXICATION,94 Rainsey Street,,N,APD,4821,White,Male
CM,12/17/2016,1:45 PM,Possession of Drug Paraphernalia,700 Block Red River Street,,Y,APD,7202,Black,Male
CM,12/17/2016,12:00 AM,PUBLIC INTOXICATION,510 West 23rd Street,,N,APD,8195,White,Male
CO,12/17/2016,12:35 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,6th Street And Neches Street,,Y,APD,7779,White,Male
CM,12/17/2016,2:54 AM,PUBLIC INTOXICATION,6th Street And Congress Avenue,,N,APD,7802,White,Male
CM,12/18/2016,12:00 AM,DISORDERLY CONDUCT - FIGHTING,218 East 6th Street,,Y,APD,7299,Mid East,Male
CM,12/18/2016,12:00 AM,PUBLIC INTOXICATION,912 Red River Street,,Y,APD,7203,White,Male
CM,12/18/2016,2:10 AM,PUBLIC INTOXICATION,East 6th Street And Trinity,,Y,APD,7802,Hispanic,Male
CM,12/18/2016,12:00 AM,PUBLIC INTOXICATION,710 Trinity Street,,N,APD,7203,Black,Female
CM,12/19/2016,11:46 AM,Possession of Drug Paraphernalia,500 Block East 7th Street,,N,APD,6661,Black,Male
CM,12/19/2016,12:00 AM,DISORDERLY CONDUCT - FIGHTING,409 East 6th Street,,Y,APD,7104,Black,Male
CO,12/19/2016,8:40 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block San Jacinto Boulevard,,Y,APD,7284,White,Male
CM,12/19/2016,1:32 AM,PUBLIC INTOXICATION,306 East 6th Street,,N,APD,7345,White,Female
CO,12/19/2016,9:50 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,212 East 6th Street,,Y,APD,7284,White,Male
CM,12/19/2016,12:23 AM,PUBLIC INTOXICATION,200 Block San Jacinto Boulevard,,Y,APD,7759,White,Male
CO,12/20/2016,6:36 AM,HUMAN WASTE,707 East 7th Street,,Y,APD,7451,White,Male
CM,12/20/2016,12:00 AM,PUBLIC INTOXICATION,100 Block East 6th Street,,N,APD,7203,White,Male
CM,12/20/2016,12:00 AM,PUBLIC INTOXICATION,1104 East 3rd Street,,Y,APD,7491,Hispanic,Male
CM,12/20/2016,12:00 AM,PUBLIC INTOXICATION,715 East 8th Street,,N,APD,8141,White,Male
CM,12/20/2016,11:09 PM,FAILURE TO IDENTIFY - REFUSE,100 Block East 6th Street,,N,APD,7203,White,Male
CM,12/20/2016,6:36 AM,PUBLIC INTOXICATION,707 East 7th Street,,Y,APD,7451,White,Male
CO,12/21/2016,11:05 AM,AGGRESSIVE SOLICITATION,90 North Ih 35,,Y,APD,6627,Black,Male
CO,12/21/2016,7:00 AM,CAMPING IN A PUBLIC PLACE,800 Block Brazos Street,,Y,APD,6971,White,Female
CO,12/21/2016,11:05 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,90 North Ih 35,,Y,APD,6627,Black,Male
CO,12/21/2016,9:00 PM,CAMPING IN A PUBLIC PLACE,800 Block Brazos Street,,Y,APD,6971,White,Male
CO,12/21/2016,7:42 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,300 Block East 6th Street,,Y,APD,6802,White,Male
CO,12/22/2016,2:20 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,601 North Ih 35 Service Road,,N,APD,7491,Hispanic,Male
CO,12/22/2016,1:34 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,700 Block East 5th Street,,N,APD,3368,Black,Male
CM,12/22/2016,11:55 AM,PUBLIC INTOXICATION,201 East 6th Street,,Y,APD,7245,White,Male
CM,12/22/2016,10:30 PM,SIMPLE ASSAULT BY CONTACT,East 6th Street And Congress Avenue,,Y,APD,7299,White,Female
CM,12/22/2016,11:55 PM,PUBLIC INTOXICATION,201 East 6th Street,,Y,APD,7245,White,Male
CM,12/22/2016,2:11 AM,PUBLIC INTOXICATION,402 East 6th Street,,N,APD,7597,Black,Male
CM,12/22/2016,12:00 AM,PUBLIC INTOXICATION,211 West 4th Street,,Y,APD,2641,White,Male
CO,12/22/2016,6:25 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Neches Street,,Y,APD,6802,Black,Male
CO,12/22/2016,2:20 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,601 North Ih 35,,Y,APD,7491,White,Male
TR,12/22/2016,12:00 AM,PEDESTRIAN ON ROADWAY,70 North Ih 35 Service Road,,Y,APD,6971,Hispanic,Male
CM,12/22/2016,6:25 PM,Possession of Drug Paraphernalia,600 Block Neches Street,,Y,APD,6802,Black,Male
CM,12/23/2016,12:00 AM,PUBLIC INTOXICATION,West 6th Street At Rio Grande Street,,N,APD,7869,No Data,No Data
CM,12/23/2016,11:12 PM,PUBLIC INTOXICATION,400 Block Colorado Street,,Y,APD,7601,White,Female
CM,12/23/2016,12:00 AM,MINOR CONSUMING ALCOHOL,415 East 6th Street,,Y,APD,7433,White,Male
CM,12/23/2016,12:00 AM,MINOR CONSUMING ALCOHOL,415 East 6th Street,,Y,APD,7433,No Data,No Data
CM,12/23/2016,11:12 AM,PUBLIC INTOXICATION,400 Block Colorado Street,,Y,APD,7601,White,Male
CM,12/23/2016,1:23 AM,MINOR CONSUMING ALCOHOL,411 East 6th Street,,Y,APD,7779,White,Female
CM,12/23/2016,7:50 AM,Possession of Drug Paraphernalia,700 Block Red River Street,,Y,APD,3968,White,Female
CM,12/23/2016,12:00 AM,PUBLIC INTOXICATION,500 Block East 8th Street,,N,APD,6099,White,Male
CM,12/23/2016,6:00 PM,PEDESTRIAN ON ROADWAY,600 Block East 15th  Street,,Y,APD,6857,No Data,No Data
CM,12/23/2016,1:45 AM,PUBLIC INTOXICATION,6th Street At Trinity Street,,Y,APD,7625,White,Male
CM,12/23/2016,2:14 AM,SIMPLE ASSAULT BY CONTACT,300 Block East 7th Street,,Y,APD,7765,White,Male
CM,12/23/2016,10:41 PM,PUBLIC INTOXICATION,2101 Jesse E Segovia Street,,Y,APD,7435,Hispanic,Male
CM,12/24/2016,10:30 PM,PUBLIC INTOXICATION,501 East 8th Street,,N,APD,2641,White,Male
TR,12/24/2016,12:00 AM,PEDESTRIAN ON ROADWAY,West 5th Street And Colorado Street,,Y,APD,7402,White,Female
CM,12/25/2016,3:00 AM,DISORDERLY CONDUCT - FIGHTING,500 Block East 7th Street,,N,APD,7345,Black,Male
CM,12/25/2016,10:45 PM,Possession of Drug Paraphernalia,1900 Block Nash Hernandez Road,,N,APD,4532,White,Female
CM,12/25/2016,10:45 PM,Possession of Drug Paraphernalia,1900 Block Nash Hernandez Road,,Y,APD,4532,Hispanic,Male
CM,12/25/2016,1:35 AM,PUBLIC INTOXICATION,211 East 3rd Street,,N,APD,7702,White,Male
TR,12/26/2016,9:09 AM,PEDESTRIAN ON ROADWAY,700 Block East Cesar Chavez Street,,Y,APD,7043,White,Male
CM,12/26/2016,1:30 AM,SIMPLE ASSAULT BY CONTACT,407 East 6th Street,,Y,APD,7625,Black,Male
TR,12/26/2016,12:00 AM,PEDESTRIAN WALKING AGAINST LIGHT,403 East 6th Street,,Y,APD,7625,White,Male
CM,12/26/2016,1:21 AM,PUBLIC INTOXICATION,400 Block East 6th Street,,N,APD,7445,White,Male
CO,12/26/2016,7:10 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,600 Block Congress Avenue,,Y,APD,7765,White,Male
CM,12/26/2016,7:00 AM,DISORDERLY CONDUCT-ABUSIVE LANGUAGE,400 Block West 23rd Street,,Y,APD,7514,White,Male
CM,12/26/2016,12:00 AM,PUBLIC INTOXICATION,409 East 6th Street,,Y,APD,7756,Black,Male
CO,12/26/2016,1:01 PM,HUMAN WASTE,200 Block North Ih 35 Service Road,,N,APD,7043,White,Male
TR,12/27/2016,1:44 AM,PEDESTRIAN CROSSING MIDBLOCK,400 Block East 6th Street,,Y,APD,7430,Black,Male
CO,12/27/2016,9:22 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,100 Block West 6th Street,,Y,APD,7293,Hispanic,Male
CO,12/28/2016,7:35 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,700 Block East 6th Street,,Y,APD,7430,Hispanic,Male
CO,12/28/2016,7:34 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,100 Block West 6th Street,,Y,APD,5635,White,Male
CO,12/28/2016,5:45 PM,CAMPING IN A PUBLIC PLACE,600 Block Ih 35,,N,APD,6966,Black,Female
CO,12/28/2016,7:05 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,Cesar Chavez Street At North Ih35,,Y,APD,7415,White,Male
CO,12/28/2016,6:55 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,9th Street At Congress Avenue,,Y,APD,6144,Black,Male
CO,12/28/2016,11:30 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,300 Block East 6th Street,,Y,APD,6970,White,Male
CO,12/28/2016,5:28 PM,CAMPING IN A PUBLIC PLACE,600 Block Ih 35,,N,APD,6966,White,Male
CO,12/28/2016,7:11 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,300 Block East 6th Street,,N,APD,7043,White,No Data
CO,12/28/2016,5:30 PM,CAMPING IN A PUBLIC PLACE,500 Block Ih 35 Service Road,,Y,APD,6167,Black,Male
CO,12/28/2016,10:47 AM,MANIFESTING - DRUGS,600 Block Neches Street,,Y,APD,6144,Black,Male
CO,12/28/2016,6:45 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Congress Avenue,,Y,APD,7293,White,Female
CO,12/28/2016,5:40 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block North Ih 35 Service Road,,N,APD,6167,White,Male
TR,12/28/2016,1:18 PM,PEDESTRIAN WALKING AGAINST LIGHT,East 9th Street At Congress Avenue,,Y,APD,5660,White,Male
CO,12/28/2016,9:07 AM,CAMPING IN A PUBLIC PLACE,600 Block San Jacinto Boulevard,,N,APD,6144,Black,Male
CO,12/28/2016,7:18 AM,CAMPING IN A PUBLIC PLACE,500 Block Trinity Street,,Y,APD,7043,White,Male
CO,12/28/2016,11:01 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Ih35 Service Road,,N,APD,7043,White,Male
CO,12/28/2016,7:35 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,700 Block East 6th Street,,Y,APD,7430,Hispanic,Male
CO,12/28/2016,7:00 AM,CAMPING IN A PUBLIC PLACE,200 Block East 8th Street,,N,APD,7202,Black,Male
CO,12/28/2016,5:03 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,100 Block West 6th Street,,Y,APD,6167,White,Male
CO,12/28/2016,10:23 PM,AGGRESSIVE SOLICITATION,717 East 6th Street,,N,APD,3454,Hispanic,Male
TR,12/28/2016,10:30 AM,PEDESTRIAN WALKING AGAINST LIGHT,Congress Avenue At East 8th Street,,N,APD,5660,Hispanic,Male
CO,12/28/2016,7:30 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,107 West 6th Street,,Y,APD,7202,Hispanic,Male
CO,12/28/2016,7:30 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,700 Block East 6th Street,,N,APD,7042,Hispanic,Male
CO,12/28/2016,12:00 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500 Block Trinity Street,,Y,APD,7043,White,Male
CO,12/28/2016,7:51 PM,AGGRESSIVE SOLICITATION,717 East 7th Street,,Y,APD,7240,Hispanic,Male
CO,12/28/2016,7:18 AM,CAMPING IN A PUBLIC PLACE,500 Block Trinity Street,,Y,APD,6144,White,Male
CO,12/28/2016,7:30 AM,CONSUMING ALCOHOL IN A PUBLIC STREET,700 Block East 6th Street,,N,APD,7042,Hispanic,Male
TR,12/28/2016,12:00 AM,PEDESTRIAN ON ROADWAY,200 Block East 6th Street,,Y,APD,6987,Hispanic,Male
CM,12/28/2016,8:23 AM,MISDEMEANOR THEFT C - LESS THAN $100,525 North Lamar Boulevard,,Y,APD,6144,White,Female
CO,12/28/2016,10:23 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,717 East 6th Street,,N,APD,3454,Hispanic,Male
CO,12/29/2016,5:36 PM,AGGRESSIVE SOLICITATION,212 East 6th Street,,Y,APD,6966,Hispanic,Male
CO,12/29/2016,3:35 PM,AGGRESSIVE SOLICITATION,312 East 6th Street,,N,APD,6966,Hispanic,Male
CO,12/29/2016,7:20 AM,CAMPING IN A PUBLIC PLACE,1300 Block East 6th Street,,Y,APD,7202,Black,Male
CO,12/29/2016,7:15 AM,CAMPING IN A PUBLIC PLACE,East 5th Street And Attayac,,Y,APD,7202,White,Female
CO,12/29/2016,7:00 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,200 Block East 6th Street,,Y,APD,6144,White,Male
CO,12/29/2016,6:45 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,800 Block Brazos Street,,Y,APD,6099,Hispanic,Male
CO,12/29/2016,12:00 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,300 Block East 6th Street,,Y,APD,7043,Black,Male
CO,12/29/2016,6:43 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,800 Block Brazos Street,,N,APD,7043,Black,Male
CO,12/29/2016,6:45 AM,CAMPING IN A PUBLIC PLACE,800 Block Brazos Street,,Y,APD,6099,Hispanic,Male
CM,12/29/2016,8:45 PM,MISDEMEANOR THEFT C - LESS THAN $100,East Ih 35 And East 7th Street,,Y,APD,7299,Black,Male
CO,12/29/2016,6:38 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,800 Block Brazos Street,,Y,APD,7043,Hispanic,Male
CM,1/14/2017,12:00 AM,PUBLIC INTOXICATION,10205 North Lamar Boulvard,,Y,APD,8239,Hispanic,Male
CO,12/29/2016,1:22 PM,AGGRESSIVE SOLICITATION,8th Street And Ih 35 Service Road,,Y,APD,6099,White,Male
CO,12/29/2016,2:45 PM,AGGRESSIVE SOLICITATION,6th Street And San Jacinto Boulevard,,Y,APD,6801,White,Female
CM,12/29/2016,11:41 PM,PUBLIC INTOXICATION,607 San Jacinto Boulevard,,Y,APD,7699,White,Male
CO,12/29/2016,7:08 AM,CAMPING IN A PUBLIC PLACE,500 Block Trinity,,N,APD,6661,White,Male
CO,12/29/2016,7:20 AM,CAMPING IN A PUBLIC PLACE,1300 Block East 5th Street,,N,APD,7202,White,Female
CO,12/29/2016,6:36 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,100 Block West 6th Street,,Y,APD,5635,White,Male
CO,12/29/2016,6:45 AM,CAMPING IN A PUBLIC PLACE,800 Block Brazos Street,,Y,APD,6144,Black,Male
CO,12/29/2016,7:08 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500 Block Trinity,,Y,APD,6661,White,Male
CO,12/29/2016,6:49 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,800 Block Brazos Street,,Y,APD,5386,White,Male
CO,12/29/2016,6:43 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,800 Block Brazos Street,,Y,APD,7043,White,Male
CO,12/29/2016,10:08 PM,SMOKING ORD - WITH IN 15 FT OF PUB ENTRANCE,300 Block East 6th Street,,Y,APD,6970,White,Male
CO,12/29/2016,8:55 AM,CAMPING IN A PUBLIC PLACE,300 Block North Ih 35 Service Road,,Y,APD,6144,White,Female
CO,12/29/2016,8:37 AM,CAMPING IN A PUBLIC PLACE,700 Block East 7th Street,,N,APD,6144,White,Male
CO,12/29/2016,6:45 AM,CAMPING IN A PUBLIC PLACE,800 Block Brazos Street,,Y,APD,6144,White,Male
CO,12/29/2016,6:43 AM,CAMPING IN A PUBLIC PLACE,800 Block Brazos Street,,N,APD,7043,Black,Male
CO,12/29/2016,5:45 PM,AGGRESSIVE SOLICITATION,300 Block East 6th Street,,Y,APD,6966,White,Male
