lat,lon,census_tract
30.266895,-97.735299,001100
30.259907,-97.7334399,001000
30.2704679,-97.7404151,001100
30.2828231,-97.7424129,000604
30.2689624,-97.7424583,001100
30.2702264,-97.7357685,001100
30.2687334,-97.7487757,001100
31.0528842,-97.4546273,021500
30.2675827,-97.7417565,001100
30.2639384,-97.7428656,001100
30.2642597,-97.7463986,001100
30.2524682,-97.7370851,001100
30.2631937,-97.7446114,001100
30.2652668,-97.7365336,001100
31.0495204,-97.4606081,021500
30.269273,-97.7428373,001100
30.2711723,-97.735447,001100
30.2877727,-97.7416514,000603
30.269303,-97.736154,001100
30.2631844,-97.7367491,001100
30.2781704,-97.7440927,000700
30.2755483,-97.7348193,000700
30.2696472,-97.7474845,001100
30.267153,-97.7430608,001100
30.2690994,-97.7381117,001100
30.2667172,-97.7391028,001100
30.2693905,-97.7345713,001100
30.2710441,-97.7367476,001100
30.2893227,-97.7418505,000603
30.2866335,-97.7419673,000604
30.2688013,-97.737015,001100
30.2668455,-97.7494892,001100
30.2662629,-97.7369386,001100
30.2575717,-97.7381301,001100
30.9466381,-97.5394649,023403
30.2696141,-97.7364065,001100
30.2723435,-97.7288774,000804
30.2783371,-97.7432215,000700
30.2747227,-97.7317668,000700
30.2673714,-97.7298169,000901
30.2675571,-97.7399808,001100
30.268345,-97.729585,000901
30.26441,-97.7305067,000902
30.2674455,-97.7395692,001100
30.2669306,-97.7400364,001100
30.2679491,-97.7376003,001100
30.265243,-97.7364456,001100
30.2680595,-97.7368537,001100
30.2680751,-97.7428471,001100
30.2675216,-97.7347478,001100
30.2649838,-97.7465951,001100
30.2684973,-97.7394765,001100
30.2671171,-97.7402523,001100
30.2689837,-97.7460075,001100
30.2691526,-97.7457602,001100
30.2683701,-97.7422007,001100
30.2676601,-97.7425148,001100
30.2695941,-97.7371944,001100
30.2636883,-97.745112,001100
30.2665073,-97.7358353,001100
30.266174,-97.735128,001100
30.2504847,-97.730179,001000
30.2686486,-97.7375594,001100
30.266164,-97.7382329,001100
30.2559126,-97.7464659,001401
30.2943866,-97.7281024,000500
30.267709,-97.7404847,001100
30.2677416,-97.7426039,001100
30.2662786,-97.7433828,001100
30.2660066,-97.7439195,001100
30.2690746,-97.7289174,000901
30.2676875,-97.7426282,001100
30.2570108,-97.7362316,001000
30.2640672,-97.7357078,001100
30.2625523,-97.7386301,001100
30.2643683,-97.7367783,001100
30.2672438,-97.7408003,001100
30.26432,-97.744197,001100
30.269235,-97.739695,001100
30.265733,-97.735393,001100
30.265279,-97.7428502,001100
30.2675782,-97.7389332,001100
30.2600768,-97.7374827,001100
30.2671848,-97.7389745,001100
30.9543727,-97.5371778,023403
30.2664461,-97.7407565,001100
30.2873,-97.74244,000604
30.27117,-97.7354479,001100
30.4123266,-97.6746481,001848
30.2608411,-97.7113277,000902
30.2628365,-97.7418612,001100
30.2655533,-97.7402274,001100
30.2627157,-97.7421562,001100
30.270228,-97.7357739,001100
30.2667272,-97.7389331,001100
30.2677189,-97.7379123,001100
30.3747519,-97.6764406,001833
30.2684572,-97.7422432,001100
30.266626,-97.738701,001100
30.2709399,-97.746264300000007,001100
30.2594978,-97.7274974,000902
30.2656707,-97.7318041,000902
30.2683311,-97.7367262,001100
30.2714277,-97.7400758,001100
30.267749,-97.7405881,001100
30.2611251,-97.7352158,000902
30.2639807,-97.7448532,001100
30.2646706,-97.7378582,001100
30.2659332,-97.746247,001100
30.2670286,-97.7383814,001100
30.267144299999998,-97.735844,001100
30.2659467,-97.7462419,001100
30.2670859,-97.7383527,001100
30.258721,-97.7262325,000902
30.2746975,-97.7517193,001200
30.2684055,-97.7422748,001100
30.2650485,-97.7426512,001100
30.2704709,-97.740426,001100
30.2681716,-97.7410422,001100
30.2683203,-97.7422856,001100
30.2652412,-97.7400271,001100
30.7786567,-97.62579,021603
30.254937,-97.7389943,001100
30.2669107,-97.7377236,001100
30.267289,-97.7373889,001100
30.2690545,-97.7419885,001100
30.2836055,-97.7422709,000604
30.3154622,-97.7051168,002105
30.2692998,-97.7361425,001100
30.2673268,-97.7412883,001100
30.2682823,-97.7423599,001100
30.271415,-97.7410761,001100
30.2652504,-97.7400248,001100
30.2671194,-97.743163,001100
30.27099,-97.73342,001100
30.265959,-97.738314,001100
30.2554587,-97.7388627,001100
30.2648498,-97.7312949,000902
30.2684579,-97.7361748,001100
30.2547004,-97.7477727,001401
30.2581564,-97.7400431,001100
30.2615215,-97.7417551,001100
30.2660184,-97.7406942,001100
30.2643812,-97.7559721,001303
30.400978,-97.6830007,001826
30.2313375,-97.7895778,002004
30.2353659,-97.7235728,002304
30.188724,-97.768718,002427
30.3045902,-97.7144209,000304
30.2558811,-97.7628876,001303
30.232782,-97.8014354,001915
30.3616346,-97.7182908,001818
30.2150146,-97.7684098,002403
30.2609463,-97.7500324,001305
30.2405819,-97.7521667,002308
30.3753847,-97.7264367,001849
30.3734711,-97.72617,001849
30.37121,-97.6924185,001822
30.2478599,-97.7637544,001305
30.2474861,-97.7651364,001305
30.4011046,-97.7449589,001754
30.2581069,-97.720709,000902
30.375437,-97.676163,001833
30.2479803,-97.7423705,001402
30.153568,-97.7918309,002421
30.2296824,-97.7867185,002005
30.2138873,-97.8303742,001750
30.1533315,-97.7934416,002421
30.1533148,-97.7943895,002421
30.4618923,-97.7963499,020403
30.3533066,-97.7494864,001752
30.4090737,-97.716028,001829
30.1675706,-97.7840767,002429
30.210632,-97.754334,002411
30.2642529,-97.7724518,001911
30.1640809,-97.7793742,002425
30.2266028,-97.7678501,001308
30.2772715,-97.7704765,001602
30.212522,-97.8277424,001729
30.3674444,-97.7062248,001820
30.371468,-97.727684,001817
30.4022823,-97.7472052,001722
30.1744342,-97.8205923,001747
30.3406486,-97.7305689,001505
30.2034522,-98.2021803,010808
30.3326749,-97.70392,001812
30.1524819,-97.7628993,002426
30.219733,-97.756316,002308
30.2233184,-97.7663621,002003
30.3489527,-97.6952054,001806
30.3369319,-97.6996422,001812
30.1894146,-97.7673318,002419
30.181366,-97.764323,002427
30.2236304,-97.763915,001308
30.263579,-97.7367931,001100
30.18955,-97.77053,002427
30.1819041,-97.7630179,002427
30.1811588,-97.7634105,002427
30.173391,-97.8882814,001770
30.2554047,-97.7587496,001305
30.2724068,-97.7549694,001200
30.2729781,-97.7572149,001200
30.25512,-97.759878,001305
30.3730736,-97.7270288,001817
30.2620865,-97.7414237,001100
30.4591469,-97.7947653,020405
30.3333615,-97.7047377,001804
30.2605631,-97.7417628,001100
30.2452249,-97.7800938,001901
30.4981557,-97.7756165,020509
30.4718202,-97.803488,020318
30.4760196,-97.7645006,020409
30.477097,-97.7656852,020311
30.242302,-97.728274,002304
30.3288816,-97.6905642,001811
30.2756445,-97.7714994,001602
30.2764361,-97.7498895,000700
30.2167169,-97.7030902,002312
30.2759986,-97.7360198,000700
30.2608651,-97.7584519,001303
30.2199638,-97.7419037,002307
30.2209487,-97.7622024,002403
30.3908804,-97.7065996,001843
30.2787099,-97.7494793,000700
30.2775162,-97.7502086,000700
30.2622824,-97.730022,000902
30.2623896,-97.7281434,000902
30.4071727,-97.7125214,001849
30.2732284,-97.7142213,000802
30.2129179,-97.8295078,001729
30.3343469,-97.688244,001813
30.2707864,-97.7658957,001200
30.2917208,-97.7498611,000603
30.4086794,-97.7044799,001850
30.348154,-97.675477,001834
30.3322417,-97.6866835,001812
30.3337396,-97.685021,001834
30.47507,-97.801805,020318
30.2177278,-97.6950729,002312
30.3895722,-97.7176353,001849
30.4201408,-97.7028843,001848
30.3731516,-97.7020952,001822
30.255305,-97.8135439,001917
34.0927699,-99.2698427,950300
30.3248245,-97.7075627,001503
30.427745,-97.6774483,001863
30.1933385,-97.7710273,002402
30.2644528,-97.7820804,001911
30.4672805,-97.789895,020408
30.4774444,-97.8035175,020318
30.2627884,-97.7371485,001100
30.075707,-97.6942319,002434
30.417464,-97.702855,001850
30.4206944,-97.7046218,001846
30.41147,-97.7228833,001849
30.4721861,-97.7925417,020311
30.2319969,-97.7943719,001712
30.4183715,-97.700851,001848
30.3219346,-97.710681,001503
30.4189307,-97.7472913,002500
30.4194095,-97.7479486,002500
30.2603334,-97.7557045,001305
30.2602543,-97.7557817,001305
30.2608983,-97.7560582,001305
30.1663755,-97.7898114,002421
30.2333096,-97.8744795,001737
30.2429162,-97.7461535,001401
30.217701,-97.689926,002431
30.4506641,-97.7826626,020406
30.4098923,-97.7077713,001850
30.1788227,-97.7662249,002427
30.1817349,-97.7645444,002427
30.2413254,-97.7579667,001308
30.2407594,-97.7587386,001308
30.3527202,-97.7228265,001818
30.3279659,-97.6798862,001811
30.2417559,-97.8781763,001908
30.2367434,-97.7251543,002304
30.1810139,-97.7623025,002427
30.2269133,-97.7697702,001307
30.2553366,-97.7440893,001401
30.2381895,-97.7252943,002304
30.4370032,-97.7594116,020410
30.4801257,-97.8019403,020311
30.4755978,-97.7987992,020311
30.4771993,-97.7937732,020311
30.4800679,-97.8009913,020311
30.4810145,-97.8007769,020311
30.2416209,-97.7580426,001305
30.4326468,-97.7700744,020405
30.2205925,-97.7429843,002307
30.3984476,-97.729803,001754
30.4003701,-97.7451297,001754
30.3735983,-97.7250664,001849
30.3888056,-97.7483641,001722
30.3900799,-97.7399851,001753
30.3201727,-97.6964666,002104
30.9764581,-97.5141492,023403
30.1539647,-97.7917077,002421
30.332491,-97.683939,001834
30.2767368,-97.690339,002109
30.3342614,-97.7062725,001804
30.2208688,-97.7315038,002313
30.2375056,-97.7260183,002316
30.3952361,-97.7313816,001754
30.2963134,-97.71032,000307
30.3366967,-97.7556285,001718
30.3941905,-97.7471804,001722
30.3903915,-97.7152524,001821
30.265604,-97.774071,001911
30.3897727,-97.7460447,001722
30.4389381,-97.7729797,020406
30.4619702,-97.8149089,020403
30.2659685,-97.74532,001100
30.229629,-97.7885413,001712
30.4621471,-97.8160657,020404
30.3328233,-97.7001994,001812
30.4218702,-97.6688844,001839
30.415735,-97.675538,001848
30.2616458,-97.7115882,000902
30.2290952,-97.7880375,002002
30.2292773,-97.789978,001712
30.2331102,-97.7932621,002004
30.3263288,-97.734465,000205
30.391102,-97.7218236,001849
30.2340465,-97.7227496,002318
30.2323033,-97.7203892,002314
30.4199866,-97.7026418,001848
30.4180322,-97.6994783,001848
30.2268486,-97.7691787,001308
30.2617417,-97.7187189,000901
30.3041413,-97.7374686,000203
30.4291687,-97.6833705,001847
30.2564127,-97.7445721,001401
30.234143,-97.7228689,002304
30.2248747,-97.7034758,002314
30.2395789,-97.7280066,002316
30.2402121,-97.7469054,001402
30.4345323,-97.7691783,020410
30.4709326,-97.7922532,020311
30.3369553,-97.6919929,001813
30.3390013,-97.6928009,001813
30.3941752,-97.7469041,001722
30.191634,-97.771716,002402
30.4440886,-97.7423584,001785
30.2334001,-97.7914251,002004
30.2481136,-97.7357879,001402
30.2354206,-97.7642084,001307
30.3945533,-97.7449108,001753
30.6179851,-97.6887107,021403
30.4556023,-97.7909427,020408
30.3964812,-97.7340384,001754
30.2139945,-97.7680251,002403
30.198739,-97.7657693,002402
30.2338761,-97.8007979,001915
30.4400812,-97.6978615,001847
30.4421294,-97.7413042,001785
30.214787,-97.7767975,002402
30.2329429,-97.8007579,001915
30.2312951,-97.7973525,001712
30.4440126,-97.7794693,020406
30.2454642,-97.7515802,001305
30.2150122,-97.7755651,002402
30.230075,-97.799004,001712
30.2433496,-97.7014507,002317
30.2039108,-97.7751898,002402
30.318634,-97.707658,002105
30.2861002,-97.7247937,000401
30.2409471,-97.7582219,001308
30.2281705,-97.7702609,001307
30.2204609,-97.7569734,002308
30.2270128,-97.7695294,001307
30.258544,-97.7483697,001305
30.4614103,-97.8170482,020404
30.3322756,-97.6832242,001834
30.3326331,-97.684641,001834
30.2582876,-97.8128195,001917
30.3855634,-97.6938222,001845
30.455002,-97.791316,020408
30.4190151,-97.703302,001850
30.3323018,-97.6849329,001834
30.2415379,-97.7524503,002308
30.2034241,-97.7504358,002411
30.2188044,-97.7611095,002403
30.2395796,-97.7590132,001308
30.4638698,-97.7893325,020408
30.2447412,-97.7236384,002304
30.2621702,-97.758132,001303
30.2602224,-97.7458047,001305
30.2350463,-97.6844602,002310
30.3483496,-97.7125254,001805
30.7052643,-97.6488781,021602
30.2689942,-97.756992,001200
30.376744,-97.7276963,001849
30.23573,-97.870353,001908
30.2613403,-97.7587965,001303
30.4133441,-97.6905842,001848
30.2864343,-97.7416506,000601
30.4057864,-97.6760917,001826
30.4132017,-97.6906787,001850
30.2621335,-97.7131255,000902
30.2609074,-97.7137334,000902
30.3996615,-97.74289,001753
30.2635246,-97.7719903,001901
30.4007138,-97.7438745,001754
30.3924605,-97.7486304,001722
30.330071,-97.7323982,000205
30.4343459,-97.7714702,020405
31.1686421,-98.3422962,950100
30.2475193,-97.714042,002317
30.1671216,-97.786861,002422
30.3913566,-97.7427206,001753
30.2378492,-97.7591357,001308
30.3259739,-97.7262908,001503
30.3382295,-97.7185692,001504
30.449535,-97.788219,020408
30.468862,-97.789255,020408
30.4358975,-97.7712661,020406
30.2388347,-97.7536251,001305
30.1795628,-97.8358392,001746
30.2636296,-97.7543843,001305
30.2572804,-97.7401658,001100
30.269532,-97.74078,001100
30.2689272,-97.740588,001100
30.268675000000002,-97.7340122,001100
30.2661836,-97.7361797,001100
30.2696132,-97.7466692,001100
30.2698735,-97.7460552,001100
30.2661442,-97.7396842,001100
30.2717467,-97.7408011,001100
30.2720737,-97.7490006,001100
30.265755,-97.735309,001100
30.283956,-97.7423149,000604
30.2678036,-97.7410587,001100
30.2717128,-97.7402062,001100
30.2712323,-97.7430733,001100
30.2698068,-97.7485544,001100
30.2687897,-97.7370022,001100
30.2616901,-97.7451698,001100
30.2607302,-97.7343077,000902
30.2642785,-97.7403589,001100
30.2663631,-97.7331823,000902
30.2670837,-97.7560409,001200
30.2612894,-97.7407578,001100
30.262184,-97.7413892,001100
30.263522,-97.7309376,000902
30.266777,-97.735412,001100
30.258916,-97.737915,001100
30.2655612,-97.7503069,001100
30.2630937,-97.7424341,001100
30.2599057,-97.7334802,001000
30.2910019,-97.7423068,000603
30.2673986,-97.7396969,001100
30.2666293,-97.7547642,001200
30.2868363,-97.7419461,000604
30.2567229,-97.7398577,001100
30.2655559,-97.7375316,001100
30.2668669,-97.7346612,001100
30.252451,-97.7370474,001100
30.268969,-97.7424811,001100
30.2608793,-97.7348169,000902
30.2633744,-97.7445323,001100
30.2654482,-97.7335724,000902
30.2731595,-97.7358141,000700
30.2750752,-97.7116139,000803
30.2680705,-97.7345535,001100
30.2696247,-97.7336762,001100
30.2670177,-97.7400789,001100
30.264534,-97.736488,001100
30.2684847,-97.7406632,001100
30.2671373,-97.7386254,001100
30.266236,-97.735353,001100
30.2650555,-97.7384697,001100
30.25534,-97.7470889,001401
30.272365,-97.7350056,000700
30.2561909,-97.7477464,001305
30.262267,-97.7389967,001100
30.2595233,-97.7382435,001100
30.2670875,-97.7348667,001100
30.267271,-97.7410973,001100
30.2563723,-97.7401857,001100
30.2653619,-97.7559736,001303
30.2674008,-97.7360551,001100
30.2907397,-97.7418188,000603
30.241765,-97.7608918,001307
30.2656424,-97.7451964,001100
30.2672474,-97.7380878,001100
30.261491,-97.7210484,000902
30.2635287,-97.7424309,001100
30.2643595,-97.7367816,001100
30.261806,-97.7388119,001100
30.2689601,-97.7386623,001100
30.2661945,-97.7336238,000902
30.2655593,-97.7333105,000902
30.2667475,-97.7430419,001100
30.265881,-97.736813,001100
30.3444048,-97.6977607,001804
30.2671776,-97.7388906,001100
30.2671398,-97.738583,001100
30.2671311,-97.7402998,001100
30.2692419,-97.7392216,001100
30.2657605,-97.7503689,001100
30.2662835,-97.7501056,001100
30.2668201,-97.7373629,001100
30.2693503,-97.7556063,001200
30.2618337,-97.7370034,001100
30.2664878,-97.7421295,001100
30.2672659,-97.7411822,001100
30.268333,-97.737438,001100
30.2663236,-97.7350795,001100
30.2699176,-97.7420989,001100
30.2686635,-97.7420691,001100
30.267276,-97.7410125,001100
30.2652557,-97.7511406,001100
30.267722,-97.741123,001100
30.6433204,-97.6874202,020112
38.9713732,-95.2355453,000200
30.182426,-97.8473452,001748
30.2682716,-97.7548273,001200
30.2984689,-97.717685,000302
30.2675703,-97.7322726,000901
30.2646076,-97.7447495,001100
30.2739251,-97.7644631,001200
30.2639357,-97.7607275,001303
30.1565504,-97.793543,002421
30.198637,-97.7645081,002402
30.2646319,-97.7809193,001911
30.2157761,-97.7525256,002403
30.2619047,-97.8091821,001910
30.2574447,-97.747824,001305
30.2317212,-97.7415392,002307
30.2296852,-97.7909347,001712
30.2295387,-97.7889408,001712
30.3775679,-97.7281452,001849
30.1971751,-97.7877664,002402
30.4325043,-97.7637945,020410
30.2661338,-97.7782144,001911
30.2441971,-97.7797262,002005
30.2708127,-97.7598599,001200
30.2777715,-97.7701715,001602
30.2696971,-97.7190566,000804
30.4290956,-97.7611308,001756
30.1981065,-97.7649304,002402
30.2435251,-97.7013731,002317
30.3112701,-97.7130749,000304
30.3663653,-97.6965307,001822
30.2431848,-97.7368389,001402
30.1568535,-97.7894406,002425
30.3386854,-97.6996363,001812
30.2991564,-97.7469256,000204
30.3529656,-97.7152231,001818
30.1907255,-97.7708608,002402
30.1669935,-97.7869383,002421
30.1836267,-97.8498399,001740
30.4187142,-97.7472466,002500
30.2862873,-97.7646122,001602
30.2445161,-97.7344762,001403
30.2420046,-97.7524853,001305
30.4003033,-97.7454776,001753
30.1913899,-97.7717546,002402
30.3828146,-97.7326083,001849
31.5071008,-97.1415746,002100
30.2976472,-97.7181315,000302
30.223409,-97.763598,001308
30.2190219,-97.7597087,002403
30.2709801,-97.7602765,001200
30.3271805,-97.7272023,001505
30.2353935,-97.7217306,002304
30.1909649,-97.7715862,002402
30.9572819,-97.5357994,023403
30.3200437,-97.6942046,002104
30.4790552,-97.8030472,020311
30.212685,-97.8276593,001750
30.2200618,-97.7678594,002003
30.2426963,-97.7305948,001403
30.3480102,-97.7139371,001818
30.3070017,-97.7273065,000302
30.204706,-97.7740416,002402
30.2621268,-97.7364596,001100
30.2981788,-97.7484874,000204
30.2733406,-97.765316,001200
30.2642437,-97.756042,001303
30.3612918,-97.7425682,001817
30.3546785,-97.6913277,001806
30.1669991,-97.7828703,002429
30.2485719,-97.7366448,001402
30.3384012,-97.6968515,001813
30.2370583,-97.7524503,002308
30.2201891,-97.7562463,002308
30.2236485,-97.7563164,002308
30.2205995,-97.8370163,001738
31.0006427,-97.4932288,023403
30.2305455,-97.7885176,002004
30.262196,-97.7482379,001305
30.1405249,-97.8330491,001772
30.228043,-97.7903634,001712
30.3142136,-97.7081781,002105
30.2000452,-97.7920862,002410
30.2617781,-97.7372329,001100
30.2647045,-97.777566,001911
30.2119914,-97.7126316,002431
30.2419158,-97.7370862,001402
30.1727874,-97.8208377,001748
30.428838,-97.7594273,002500
30.323767,-97.7234928,001503
30.3632131,-97.7172502,001805
30.1671859,-97.7885265,002422
30.2992256,-97.7489912,001603
30.3076588,-97.7094164,000306
30.2656929,-97.7710782,001911
30.4238323,-97.7092127,001846
30.656378,-97.6758239,020114
30.2421871,-97.7357842,001403
30.174522,-97.824205,001747
30.3557847,-97.8326514,001761
30.2480379,-97.7423498,001402
30.2649413,-97.7585371,001303
30.2802677,-97.6678466,002110
30.2705421,-97.7565676,001200
30.2486008,-97.6913258,002111
30.2412042,-97.8175477,001914
30.2134199,-97.7144286,002313
30.2909156,-97.7316225,000500
30.455668,-97.792914,020405
30.4040621,-97.6606236,001839
30.298201,-97.7414622,000204
30.1876816,-97.7708242,002427
30.2132094,-97.7135828,002313
30.2251872,-97.7574567,002308
30.2163239,-97.7382965,002307
40.8077704,-99.3882365,969000
30.3374194,-97.7194151,001504
30.3817518,-97.7387898,001753
30.1835458,-97.8171401,001747
30.470627,-97.8075594,020318
30.2342312,-97.872995,001908
30.2539721,-98.5186066,950100
30.252495,-97.7365773,001100
30.4340266,-97.775077,020405
30.4340482,-97.7700575,020405
30.2309159,-97.7354958,002313
30.2660703,-97.7691348,001911
30.2612354,-97.7579259,001303
30.2666487,-97.7783887,001911
30.2607406,-97.7531808,001305
30.262517,-97.7515831,001305
30.3321187,-97.8092132,001912
30.2670219,-97.7560718,001200
30.2331299,-97.7933018,002004
30.1686426,-97.8386014,001748
30.272201,-97.7328184,000700
30.1662743,-97.7844632,002425
30.234958,-97.873891,001908
30.2338317,-97.8648384,001737
30.3222034,-97.6947854,001811
30.3225831,-97.6980713,001812
30.9512982,-97.5386075,023403
30.2355631,-97.8770449,001908
29.8877063,-96.7613429,970200
30.2161975,-97.7371417,002307
30.1875211,-97.7620129,002427
30.2733485,-97.7147199,000802
30.2245965,-97.844196,001749
30.200386,-97.8003864,002424
30.2319729,-97.7915191,002004
30.2166527,-97.7445598,002307
30.2711754,-97.7557922,001200
30.222989,-97.7217478,002314
30.3003609,-97.7129214,000307
30.349389,-97.740291,001501
30.2610596,-97.7710486,001901
30.2230985,-97.7458692,002307
30.2286583,-97.7811814,002005
30.3209309,-97.713039,001503
30.3278815,-97.7048525,001812
30.2615849,-97.7126931,000902
30.2649705,-97.7618531,001303
30.2165247,-97.7410293,002307
30.2639749,-97.7713831,001911
30.2471448,-97.7360475,001402
31.0473661,-97.467116,021601
30.2696694,-97.7336502,001100
30.2645069,-97.7302766,000902
30.9623833,-97.5303703,023403
30.2674818,-97.7465925,001100
30.2686236,-97.77154,001911
30.2496183,-97.7372577,001402
30.9474082,-97.5394064,023403
30.2675583,-97.7377173,001100
30.2711307,-97.7559045,001200
30.1947073,-97.7824862,002402
30.2212431,-97.7590395,002308
30.3696649,-97.7007236,001822
30.1887396,-97.76614,002427
30.2651324,-97.7766451,001911
30.1736414,-97.8239154,001748
30.187057,-97.839455,001746
30.1868245,-97.8411903,001746
30.222945,-97.772082,002003
30.2590825,-97.7496982,001305
32.0092424,-97.0973542,960800
30.7853216,-97.6218852,021601
30.1562153,-97.7929129,002421
30.3099719,-97.695042,002104
30.242207,-97.7589234,001305
30.2338521,-97.82379,001750
30.2615703,-97.7126577,000902
30.3351046,-97.805358,001912
30.3715638,-97.7571483,001707
30.371493,-97.7559949,001707
30.2245652,-97.7591569,002308
30.2210546,-97.7540152,002308
30.2959588,-97.719495,000302
30.2120556,-97.7554786,002403
30.2177906,-97.7535196,002308
30.435915,-97.775559,020405
30.2431916,-97.8000041,001901
30.2368648,-97.7919132,001901
30.3422568,-97.7389791,001501
