Agency,Offense Description, OFFENSE CODE,YEAR,MONTH,Offense Date,WARRANT ISSUED
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,October,10/20/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,October,10/20/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/21/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/21/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/21/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/21/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,October,10/21/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,October,10/21/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,October,10/21/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/21/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,October,10/21/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,October,10/21/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,October,10/21/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/21/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/21/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,October,10/21/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,October,10/21/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,October,10/21/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,October,10/21/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,October,10/21/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,October,10/21/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/21/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,October,10/21/15,NO
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/21/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,October,10/22/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/22/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/22/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/22/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/22/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/22/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/22/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/22/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/22/15,NO
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,October,10/23/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,October,10/23/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/25/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,October,10/26/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/26/15,NO
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/26/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/26/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,October,10/26/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,October,10/26/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/26/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/26/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/26/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/26/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/26/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/26/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/26/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/26/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/26/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/26/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,October,10/27/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/27/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/27/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/27/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/27/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,October,10/27/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/27/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,October,10/27/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/27/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/27/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,October,10/27/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/27/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/27/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/27/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/27/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,October,10/27/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,October,10/27/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/27/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,October,10/27/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/27/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,October,10/27/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/28/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/28/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/28/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/28/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,October,10/28/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/28/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/28/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,October,10/28/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/28/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/28/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/28/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,October,10/29/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/29/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/29/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,October,10/29/15,NO
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,October,10/31/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,October,10/31/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,October,10/31/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/1/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/1/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/2/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/2/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/2/15,NO
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/2/15,NO
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/2/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/2/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/2/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/2/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/2/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/2/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/2/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/2/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/2/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/2/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,November,11/2/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/2/15,NO
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/2/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/2/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,November,11/3/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,November,11/3/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/3/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/3/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/3/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,November,11/4/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,November,11/5/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,November,11/5/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/5/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/5/15,NO
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/5/15,NO
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/5/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/6/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/6/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/6/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/6/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/6/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/7/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/7/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/8/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/8/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,November,11/9/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/9/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,November,11/9/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/9/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/9/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/9/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/9/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/9/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/9/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,November,11/9/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/10/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/11/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/11/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/11/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/11/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/11/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,November,11/12/15,NO
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,November,11/12/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/12/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/12/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,November,11/12/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/12/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,November,11/12/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,November,11/13/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/13/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/13/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/13/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/13/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/13/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/13/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/13/15,NO
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/13/15,NO
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/13/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/13/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/15/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/16/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/16/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/16/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/16/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/16/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/16/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/16/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/17/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/17/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/17/15,NO
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/17/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/17/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/17/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/17/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/17/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/17/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/17/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/18/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,November,11/18/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,November,11/18/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/18/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,November,11/18/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/19/15,NO
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,November,11/19/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,November,11/19/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/19/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/19/15,NO
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,November,11/19/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/19/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/19/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/20/15,NO
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/20/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/20/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/20/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/20/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,November,11/20/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/20/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/20/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/20/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/20/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/20/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/20/15,NO
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/20/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/20/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/20/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/20/15,NO
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/22/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/22/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/22/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/22/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/22/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/22/15,NO
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/22/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/22/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/22/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,November,11/23/15,NO
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,November,11/23/15,NO
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,November,11/23/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,November,11/23/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,November,11/23/15,NO
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,November,11/23/15,NO
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,November,11/23/15,NO
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,November,11/23/15,NO
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/23/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,November,11/23/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/23/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,November,11/23/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/23/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/23/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/23/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/23/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/23/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/23/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/23/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,November,11/24/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,November,11/24/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,November,11/24/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/24/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/24/15,NO
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/24/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/24/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/24/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/24/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/24/15,NO
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/25/15,NO
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/25/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,November,11/25/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/25/15,NO
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/26/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,November,11/27/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/27/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/27/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/29/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/29/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/29/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/29/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/30/15,NO
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/30/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/30/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/30/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/30/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/30/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/30/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/30/15,YES
