Agency,Offense Description, OFFENSE CODE,YEAR,MONTH,Offense Date,WARRANT ISSUED
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,February,2/1/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,February,2/1/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,February,2/1/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/1/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/1/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/1/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/1/17,NO
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/1/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/1/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/2/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/2/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/2/17,NO
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/2/17,NO
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/2/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/2/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,February,2/2/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,February,2/2/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,February,2/2/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/2/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/2/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/3/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/3/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,February,2/3/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/3/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,February,2/3/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,February,2/3/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/4/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/4/17,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,February,2/5/17,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,February,2/5/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/6/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/6/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/6/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/6/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/6/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/6/17,NO
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,February,2/6/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/6/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/6/17,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,February,2/6/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/7/17,NO
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/7/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/7/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/7/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/7/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/7/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,February,2/7/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/7/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/7/17,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,February,2/7/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/8/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/8/17,NO
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/8/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/8/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,February,2/8/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,February,2/8/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/8/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,February,2/8/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/8/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/8/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,February,2/8/17,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,February,2/8/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/8/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,February,2/8/17,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,February,2/8/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/8/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/8/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/8/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/8/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/8/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/9/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/9/17,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,February,2/9/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,February,2/9/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/9/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,February,2/9/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/9/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/10/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/10/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/10/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/10/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/10/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/10/17,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,February,2/10/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,February,2/10/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,February,2/10/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,February,2/10/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,February,2/10/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,February,2/10/17,NO
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,February,2/10/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/10/17,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,February,2/11/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/11/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/11/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/12/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/12/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/12/17,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,February,2/12/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,February,2/12/17,YES
