google_search,lon,lat
"800 Block East Chavez Street Austin, TX",-97.7357813,30.2610208
"6th Street And Ih 35 Austin, TX",-97.7350274,30.2658909
"100 Block East 8th Street Austin, TX",-97.7420989,30.2699176
"East 6th Street And San Jacinto Austin, TX",-97.7404088,30.2673868
"109 East 7th Street Austin, TX",-97.7420691,30.2686635
"213 East 6th Street Austin, TX",-97.7410125,30.267276
"600  TRINITY ST Austin, TX",-97.7393269,30.2672368
"600 blk neches Austin, TX",-97.7381057,30.2668634
"200  E 6TH ET Austin, TX",-97.7411186,30.2678743
"500  BRAZOS Austin, TX",-97.7417425,30.267012
"700 Block Cesar Chavez Street Austin, TX",-97.7511406,30.2652557
"204 East 6th Street Austin, TX",-97.741123,30.267722
"500  BLK E. 7TH Austin, TX",-97.7375115,30.2678638
"500  500 BLOCK EAST 7TH STREET Austin, TX",-97.7375115,30.2678638
"500  500 E 7TH Austin, TX",-97.7375115,30.2678638
"200  E 2ND STREET Austin, TX",-97.7422852,30.2639341
"East 6th Street At San Jacinto Blvd Austin, TX",-97.7404088,30.2673868
"300  E 6TH ST Austin, TX",-97.740155,30.267582
"Trinity Street At 6th Street Austin, TX",-97.739335,30.267068
"700  N IH 35 SVRD NB Austin, TX",-97.7338972,30.2679472
"70  NECHES Austin, TX",-97.737563,30.268639
"700  NECHES Austin, TX",-97.7378913,30.267853
"500  7TH ST Austin, TX",-97.7375115,30.2678638
"600  TRAIN TY ST Austin, TX",-97.7430608,30.267153
"601 North Ih 35 Service Road Austin, TX",-97.6874202,30.6433204
"E 7TH & N OH 35 SVRD NB Austin, TX",-95.2355453,38.9713732
"N IH35 SVRD NB and E 7TH ST Austin, TX",-97.7355667,30.2653491
"Necges Street And East 6th Street Austin, TX",-97.738247,30.266782
"E 7TH ST and RED RIVER ST Austin, TX",-97.7368346,30.2674254
"SLAUGHTER Austin, TX",-97.8473452,30.182426
"12800 BLOCK RESEARCH BOULEVARD Austin, TX",-97.7691783,30.4345323
"SOUTH IH 35 SERVICE ROAD and SLAUGHTER LANE Austin, TX",-97.793543,30.1565504
"SOUTH IH 35 and STASSNEY LANE Austin, TX",-97.7645081,30.198637
"CAPITAL OF TEXAS HWY and SOUTH MOPAC EXPRESSWAY SERVICE ROAD Austin, TX",-97.7809193,30.2646319
"MANCHACA ROAD and WEST BEN WHITE BOULEVARD SERVICE ROAD Austin, TX",-97.789978,30.2292773
"MANCHACA RD and W BEN WHITE BLVD SVRD Austin, TX",-97.789978,30.2292773
"BEN WHITE BOULEVARD and MANCHACA ROAD Austin, TX",-97.7885413,30.229629
"2200 BLOCK WILLIAM BARTON DRIVE Austin, TX",-97.774071,30.265604
"BEN WHITE BOULEVARD and SOUTH IH 35 Austin, TX",-97.7525256,30.2157761
"5100 BLOCK NORTH I H 35 Austin, TX",-97.7348636,30.2648929
"2300 BLOCK WALSH TARLTON Austin, TX",-97.8091821,30.2619047
"12600 BLOCK NOTH IH35 Austin, TX",-97.7338972,30.2679472
"MANCHACA and BEN WHITE BLVD Austin, TX",-97.7885413,30.229629
"SPICEWOOD SPRINGS ROAD and NORTH US HIGHWAY 183 SERVICE ROAD Austin, TX",-97.7700744,30.4326468
"105 W RIVERSIDE DR Austin, TX",-97.747824,30.2574447
"IH 35 SERVICE ROAD and WILLIAM CANNON DRIVE Austin, TX",-97.768718,30.188724
"SOUTH IH 35 SERVICE ROAD AT and EAST OLTORF STREET Austin, TX",-97.7415392,30.2317212
"10800 BLOCK NORTH US HIGHWAY 183 Austin, TX",-98.3422962,31.1686421
"700 BLOCK ROBERT E LEE Austin, TX",-97.7430608,30.267153
"700 BLOCK ROBERT E LEE ROAD Austin, TX",-97.7430608,30.267153
"WEST BEN WHITE BOULEVARD SERVICE ROAD and MANCHACA ROAD Austin, TX",-97.7909347,30.2296852
"4400 BLOCK MANCHACA ROAD Austin, TX",-97.7889408,30.2295387
"WATERFORD CENTRE BOULEVARD and REID DRIVE Austin, TX",-97.7281452,30.3775679
"WATERFORD CENTRE and REID DRIVE Austin, TX",-97.7281452,30.3775679
"9000 BLOCK RESEARCH BOULEVARD SERVICE RD Austin, TX",-97.7250664,30.3735983
"9000 BLOCK RESEARCH BOULEVARD and SERVICE ROAD Austin, TX",-97.7270288,30.3730736
"100 BLOCK EAST BEN WHITE BOULEVARD and SERVICE ROAD Austin, TX",-97.7622024,30.2209487
"WILLIAM CANNON DRIVE AT and SOUTH IH 35 SERVICE ROAD Austin, TX",-97.768718,30.188724
"WILLIAM CANNON DRVIE and SOUTH 1ST STREET Austin, TX",-97.7877664,30.1971751
"12633 RESEARCH BOULEVARD Austin, TX",-97.7637945,30.4325043
"100 BLOCK BEN WHITE BOULEVARD Austin, TX",-97.7622024,30.2209487
"2525 COLUMBUS DRIVE Austin, TX",-97.7782144,30.2661338
"2701 SOUTH LAMAR BOULEVARD Austin, TX",-97.7797262,30.2441971
"1300 BLOCK RESERVE ROAD Austin, TX",-97.7598599,30.2708127
"500 BLOCK ATLANTA STREET Austin, TX",-97.7704765,30.2772715
"549 ATLANTA STREET Austin, TX",-97.7701715,30.2777715
"ROSEWOOD AVENUE and CHICON STREET Austin, TX",-97.7190566,30.2696971
"OAK KNOLL DRIVE and RESEARCH BLVD SERVICE ROAD Austin, TX",-97.7611308,30.4290956
"5700 S IH 35 SVRD NB Austin, TX",-97.7649304,30.1981065
"400 BLOCK GROVE BOULEVARD Austin, TX",-97.7013731,30.2435251
"WILLIAM CANNON and S 1ST Austin, TX",-97.7877664,30.1971751
"NORTH IH 35 SERVICE ROAD and EAST ANDERSON LANE SERVICE ROAD Austin, TX",-97.676163,30.375437
"51ST STREET and NORTH IH 35 SERVICE ROAD Austin, TX",-97.7130749,30.3112701
"9616 BLOCK NORTH LAMAR BOULEVARD Austin, TX",-97.6965307,30.3663653
"RIVERSIDE DRIVE and SOUTH IH 35 SERVICE ROAD Austin, TX",-97.7368389,30.2431848
"EAST SLAUGHTER LANE and SOUTH IH 35 SERVICE ROAD Austin, TX",-97.7894406,30.1568535
"NORTH IH 35 SERVICE ROAD and RIVERSIDE DRIVE Austin, TX",-97.6746481,30.4123266
"IH 35 SERVICE ROAD and EAST ANDERSON LANE SERVICE ROAD Austin, TX",-97.6996363,30.3386854
"3000 BLOCK LAMAR BOULEVARD Austin, TX",-97.7469256,30.2991564
"600 BLOCK NECHES STREET Austin, TX",-97.7381057,30.2668634
"8100 BLOCK RESEARCH BOULEVARD SERVICE RO Austin, TX",-97.7250664,30.3735983
"8100 BLOCK RESEARCH BOULEVARD Austin, TX",-97.7152231,30.3529656
"6TH STREET and TRINITY STREET Austin, TX",-97.739335,30.267068
"SOUTH IH 35 AT and WILLIAM CANNON DRIVE Austin, TX",-97.7708608,30.1907255
"SOUTH I H 35 and SLAUGHTER LANE Austin, TX",-97.7869383,30.1669935
"SOUTH I H 35 and WILLIAM CANNON Austin, TX",-97.7708608,30.1907255
"BRODIE LANE and SLAUGHTER LANE Austin, TX",-97.8498399,30.1836267
"SOUTH IH 35 and EAST WILLIAM CANNON DRIVE Austin, TX",-97.7708608,30.1907255
"SOUTH IH 35 SERVICE ROAD and EAST WILLIAM CANNON DRIVE Austin, TX",-97.768718,30.188724
"11690 RESEARCH BOULEVARD Austin, TX",-97.7472466,30.4187142
"METRIC BOULEVARD and WEST PARMER LANE Austin, TX",-97.6906787,30.4132017
"BURNET ROAD and RESEARCH BOULEVARD Austin, TX",-97.72617,30.3734711
"US 183 and LAKELINE Austin, TX",-97.8019403,30.4801257
"ENFIELD DRIVE and WINSTED LANE Austin, TX",-97.7646122,30.2862873
"SOUTH IH 35 and WILLIAM CANNON DRIVE Austin, TX",-97.7708608,30.1907255
"SOUTH IH 35 SERVICE ROAD and WILLIAM CANNON Austin, TX",-97.768718,30.188724
"SOUTH IH 35 SERVICE ROAD and EAST RIVERSIDE DRIVE Austin, TX",-97.7344762,30.2445161
"3000 BLOCK  NORTH LAMAR Austin, TX",-97.7469256,30.2991564
"100 BLOCK EAST LIVE OAK STREET Austin, TX",-97.7524853,30.2420046
"2608 GONZALES STREET Austin, TX",-97.7115882,30.2616458
"RESEARCH BOULEVARD and BRAKER LANE Austin, TX",-97.7454776,30.4003033
"800 BLOCK EAST WILLIAM CANNON DRIVE Austin, TX",-97.7717546,30.1913899
"BAKER LANE and RESEARCH BOULEVARD SERVICE ROAD Austin, TX",-97.7326083,30.3828146
"7700 BLOCK NORTH IH 35 SERVIC ROAD Austin, TX",-97.717685,30.2984689
"7700 BLOCK NORTH IH 35 SERVICE ROAD Austin, TX",-97.5906901,30.8529411
"4100 BLOCK IH 35 Austin, TX",-97.1415746,31.5071008
"4100 BLOCK SOUTH  IH 35 Austin, TX",-97.7181315,30.2976472
"SOUTH CONGRESS AVENUE and BEN WHITE BOULEVARD Austin, TX",-97.763598,30.223409
"SOUTH CONGRESS AVENUE and BEN WHITE BOULEVARD SERVICE ROAD Austin, TX",-97.7597087,30.2190219
"1318 RESERVE ROAD Austin, TX",-97.7602765,30.2709801
"900 BLOCK KOENIG LANE Austin, TX",-97.7272023,30.3271805
"8600 BLOCK RESEARCH BOULEVARD Austin, TX",-97.7182908,30.3616346
"1900 BLOCK PLEASANT VALLEY ROAD Austin, TX",-97.7217306,30.2353935
"WEST WILLIAM CANNON and NORTH BLUFF Austin, TX",-97.7715862,30.1909649
"SOUTH IH 35 and WILLIAM CANNON Austin, TX",-97.7708608,30.1907255
"100 E SLAUGHTER LANE Austin, TX",-97.7840767,30.1675706
"1000 BLOCK SOUTH IH 35 SERVICE ROAD Austin, TX",-97.5357994,30.9572819
"100 BLOCK EAST SLAUGHTER LANE Austin, TX",-97.7840767,30.1675706
"NORTH MOPAC EXPRESSWAY and DUVAL ROAD Austin, TX",-97.7228833,30.41147
"CAMERON ROAD and US HWY 290 Austin, TX",-97.6942046,30.3200437
"800 BLOCK RESEARCH BOULEVARD Austin, TX",-97.8030472,30.4790552
"SOUTH LAMAR BOULEVARD and WEST BEN WHITE BOULEVARD SERVICE ROAD Austin, TX",-97.7914251,30.2334001
"3400 BLOCK WEST WILLIAM CANNON DRIVE Austin, TX",-97.8276593,30.212685
"4300 BLOCK SOUTH CONGRESS AVENUE Austin, TX",-97.7678594,30.2200618
"SLAUGHTER and I H 35 Austin, TX",-97.7869383,30.1669935
"1300 BLOCK PARKER LANE Austin, TX",-97.7305948,30.2426963
"3811 EAST 12TH STREET Austin, TX",-97.690339,30.2767368
"800 BLOCK ANDERSON LANE Austin, TX",-97.7139371,30.3480102
"9000 BLOCK SOUTH IH SERVICE ROAD Austin, TX",-97.7068655,30.3268752
"4400 BLOCK AVENUE G Austin, TX",-97.7273065,30.3070017
"SLAUGHTER LANE and MANCHACA Austin, TX",-97.8473452,30.182426
"100 BLOCK EAST STASSNEY LANE Austin, TX",-97.7740416,30.204706
"200 BLOCK SOUTH I H 35 Austin, TX",-97.7364596,30.2621268
"2900 BLOCK NORTH LAMAR BOULEVARD Austin, TX",-97.7484874,30.2981788
"2500 BLOCK WEST CESAR CHAVEZ STREET Austin, TX",-97.765316,30.2733406
"1100 BLOCK WEST RIVERSIDE DRIVE Austin, TX",-97.756042,30.2642437
"3300 BLOCK WEST ANDERSON LANE and MOPAC SERVICE ROAD Austin, TX",-97.7425682,30.3612918
"DUVAL and RESEARCH BOULEVARD Austin, TX",-97.7472913,30.4189307
"9000 S IH 35 SVRD NB Austin, TX",-97.6913277,30.3546785
"200 BLOCK EAST SLAUGHTER LANE Austin, TX",-97.7828703,30.1669991
"1100 BLOCK RIVERSIDE DRIVE Austin, TX",-97.7366448,30.2485719
"900 BLOCK EAST ANDERSON LANE Austin, TX",-97.6968515,30.3384012
"2415 SOUTH CONGRESS AVENUE Austin, TX",-97.7524503,30.2370583
"4000 BLOCK PAYLOAD PASS Austin, TX",-97.7562463,30.2201891
"3600 BLOCK WAREHOUSE ROW Austin, TX",-97.7563164,30.2236485
"900 BLOCK WEST RIVERSIDE DRIVE Austin, TX",-97.7543843,30.2636296
"SOUTH IH35 EAST FRONTAGE AT and WILLIAM CANNON DRIVE Austin, TX",-97.8370163,30.2205995
"6400 BLOCK SOUTH IH 35 SERVICE ROAD Austin, TX",-97.4932288,31.0006427
"2000 BLOCK W BEN WHITE BLVD Austin, TX",-97.7885176,30.2305455
"2000 BLOCK WEST BEN WHITE BOULEVARD and SERVICE ROAD Austin, TX",-97.7885176,30.2305455
"100 BLOCK SOUTH 1ST STREET Austin, TX",-97.7482379,30.262196
"4500 BLOCK MANCHACA Austin, TX",-97.8330491,30.1405249
"4500 BLOCK MANCHACA ROAD Austin, TX",-97.7903634,30.228043
"2208 WILLIAM BARTON DRIVE Austin, TX",-97.7724518,30.2642529
"US HIGHWAY 290 and IH 35 Austin, TX",-97.7081781,30.3142136
"4900 BLOCK SOUTH MOPAC EXPRESSWAY Austin, TX",-97.8882814,30.173391
"4900 BLOCK SOUTH MOPAC EXPESSWAY Austin, TX",-97.8882814,30.173391
"1100 BLOCK EAST RIVERSIDE DRIVE Austin, TX",-97.7366448,30.2485719
"910 ARMADILLO ROAD Austin, TX",-97.7920862,30.2000452
"100 SOUTH I H 35 Austin, TX",-97.7372329,30.2617781
"2317 COLUMBUS DRIVE Austin, TX",-97.777566,30.2647045
"MONTOPOLIS DRIVE and EAST BEN WHITE BOULEVARD Austin, TX",-97.7126316,30.2119914
"600 BLOCK NORTH CONGRESS AVENUE Austin, TX",-97.7431606,30.2686309
"SOUTH IH 35 SERVICE ROAD and WOODLAND AVENUE Austin, TX",-97.7370862,30.2419158
"1731 WEST SLAUGHTER LANE Austin, TX",-97.8208377,30.1727874
"SOUTH IH 35 SERVICE ROAD and WILLIAM CANNON DRIVE Austin, TX",-97.768718,30.188724
"SOUTH IH 35 AT and SLAUGHTER LANE Austin, TX",-97.7869383,30.1669935
"SOUTH IH 35 and RIVERSIDE DRIVE Austin, TX",-97.7357879,30.2481136
"OAK KNOLL DRIVE and RESEARCH BOULEVARD Austin, TX",-97.7594273,30.428838
"BRAKER LANE and MOPAC EXPRESSWAY SERVICE ROAD Austin, TX",-97.729803,30.3984476
"600 BLOCK OF WEST KOENIG LANE Austin, TX",-97.7234928,30.323767
"RESEARCH BOULEVARD and OHLEN ROAD Austin, TX",-97.7172502,30.3632131
"1200 SOUTH 6TH STREET Austin, TX",-97.759878,30.25512
"CONGRESS AVENUE and SLAUGHTER LANE Austin, TX",-97.7885265,30.1671859
"LAKE CREEK PARKWAY and U S HIGHWAY 183 SERVICE ROAD Austin, TX",-97.7963499,30.4618923
"POND SPRINGS ROAD and RESEARCH BOULEVARD Austin, TX",-97.791316,30.455002
"WILLIAM CANNON DRIVE and SOUTH IH 35 SERVICE ROAD Austin, TX",-97.768718,30.188724
"1100 BLOCK WEST 29TH STREET Austin, TX",-97.7489912,30.2992256
"1200 BLOCK BARBARA JORDAN BOULEVARD Austin, TX",-97.7094164,30.3076588
"SOUTH IH 35 SERVICE ROAD and STASSNEY LANE Austin, TX",-97.754334,30.210632
"2201 ANDREW ZILKER ROAD Austin, TX",-97.7710782,30.2656929
"3500 BLOCK WEST PARMER LANE Austin, TX",-97.7092127,30.4238323
"505 SOUTH IH 35 SERVICE ROAD Austin, TX",-97.6758239,30.656378
"505 SOUTH I H 35 Austin, TX",-97.7357842,30.2421871
"2000 BLOCK WEST SLAUGHTER LANE Austin, TX",-97.824205,30.174522
"SOUTH I H 35 and WILLICAM CANNON Austin, TX",-97.7708608,30.1907255
"2100  BLOCK CITY PARK ROAD Austin, TX",-97.8326514,30.3557847
"1400 BLOCK EAST SIDE DRIVE Austin, TX",-97.7423498,30.2480379
"200 BLOCK SOUTH LAMAR Austin, TX",-97.7585371,30.2649413
"US HIGHWAY 183 SERVICE ROAD and POND SPRINGS ROAD Austin, TX",-97.7909427,30.4556023
"US HIGHWAY 71 SERVICE ROAD AT and SOUTH MOPAC EXPRESSWAY SERVICE ROAD Austin, TX",-97.6678466,30.2802677
"410 BAYLOR STREET Austin, TX",-97.7565676,30.2705421
"13400 BLOCK NORTH US HIGHWAY 183 SERVICE Austin, TX",-97.6913258,30.2486008
"SOUTH I H 35 SERVICE ROAD and STASSNEY Austin, TX",-97.754334,30.210632
"100 BLOCK OF SOUTH IH 35 Austin, TX",-97.7372329,30.2617781
"9616 NORTH LAMAR BOULEVARD Austin, TX",-97.6965307,30.3663653
"SOUTHWEST PARKWAY AT and SOUTH MOPAC EXPRESSWAY SERVICE ROAD Austin, TX",-97.8175477,30.2412042
"LAKE CREEK PARKWAY AT and FM 620 Austin, TX",-97.8160657,30.4621471
"POND SPRINGS ROAD and NORTH US HIGHWAY 183 SERVICE ROAD Austin, TX",-97.7729797,30.4389381
"600 BLOCK OF TRINITY STREET Austin, TX",-97.7393269,30.2672368
"3400 BLOCK SOUTH MOPAC EXPRESSWAY Austin, TX",-97.8882814,30.173391
"6100 E BEN WHITE BLVD SVRD EB Austin, TX",-97.7144286,30.2134199
"SOUTH I H 35 SERVICE ROAD AT and WILLIAM CANNON DRIVE Austin, TX",-97.768718,30.188724
"EAST RIVERSIDE DR AT and SOUTH PLEASANT VALLEY ROAD Austin, TX",-97.7228689,30.234143
"3001 HARRIS PARK AVENUE Austin, TX",-97.7316225,30.2909156
"NORTH US HIGHWAY 183 AT and POND SPRINGS ROAD Austin, TX",-97.792914,30.455668
"400 BLOCK EAST PARMER LANE Austin, TX",-97.6606236,30.4040621
"3100 BLOCK GUADALUPE STREET Austin, TX",-97.7414622,30.298201
"S CONGRESS and E BEN WHITE BLVD Austin, TX",-97.763598,30.223409
"2300 BLOCK WEST BEN WHITE BOULEVARD Austin, TX",-97.7914251,30.2334001
"SOUTH I H 35 EAST FRONTAGE and WILLIAM CANNON Austin, TX",-97.7708242,30.1876816
"1700 BLOCK WEST SLAUGHTER LANE Austin, TX",-97.8205923,30.1744342
"700 BLOCK WEST RIVERSIDE DRIVE Austin, TX",-97.7500324,30.2609463
"SLAUGHTER LANE AND INTERSTATE HIGHWAY 35 Austin, TX",-97.7869383,30.1669935
"U S HIGHWAY 183 AT and SPICEWOOD SPRING ROAD Austin, TX",-97.7700744,30.4326468
"US HIGHWAY 183 AT and SPICEWOOD SPRINGS ROAD Austin, TX",-97.7700744,30.4326468
"NORTH US HIGHWAY 183 Austin, TX",-97.6913258,30.2486008
"EAST BEN WHITE BOULEVARD SERVICE ROAD and MONTOPOLIS DRIVE Austin, TX",-97.7135828,30.2132094
"406 EAST ALPINE ROAD Austin, TX",-97.7574567,30.2251872
"2300 BLOCK BEN WHITE BOULEVARD Austin, TX",-97.7382965,30.2163239
"2300 BLOCK WEST BEN WHITE Austin, TX",-97.7914251,30.2334001
"DUVAL ROAD and RESEARCH BOULEVARD Austin, TX",-97.7472913,30.4189307
"13700 BLOCK OF US HIGHWAY 183 SERVICE and ROAD AT LAKE CREEK PARKWAY Austin, TX",-99.3882365,40.8077704
"WEST BEN WHITE BOULEVARD and SOUTH 1ST STREET Austin, TX",-97.7691787,30.2268486
"6926 NORTH LAMAR BOULEVARD Austin, TX",-97.7194151,30.3374194
"WEST BEN WHITE BOULEVARD and MANCHACA ROAD Austin, TX",-97.7885413,30.229629
"1900 BLOCK OF BEN WHITE BOULEVARD AT and MANCHACA ROAD Austin, TX",-97.7867185,30.2296824
"WEST BEN WHITE BOULEVARD AT and MANCHACA ROAD Austin, TX",-97.7885413,30.229629
"9000 BLOCK RESEARCH BOULEVARD SERVICE and ROAD Austin, TX",-97.7387898,30.3817518
"600 BLOCK RED RIVER STREET Austin, TX",-97.7372013,30.2666132
"8901 MANCHACA ROAD Austin, TX",-97.8171401,30.1835458
"US HIGHWAY 183 and LAKELINE MALL DRIVE Austin, TX",-97.8075594,30.470627
"4600 TO 4400 BLOCK NORTH I H 35 SERVICE and ROAD Austin, TX",-97.7430608,30.267153
"7600 BLOCK NORTH IH 35 SERVICE ROAD Austin, TX",-97.7348636,30.2648929
"US HIGHWAY 183 SERVICE ROAD AT and LAKELINE BOULEVARD Austin, TX",-97.801805,30.47507
"US HIGHWAY 183 SERVICE ROAD AT and LAKELINE MALL DRIVE Austin, TX",-97.801805,30.47507
"SOUTH I H 35 SERVICE ROAD AT and SLAUGHTER LANE Austin, TX",-97.7898114,30.1663755
"6900 BLOCK OF WEST US HIGHWAY 290 Austin, TX",-97.872995,30.2342312
"4400 BLOCK MANCHACA ROAD and WEST BEN WHITE BOULEVARD Austin, TX",-97.7889408,30.2295387
"7000 BLOCK US HIGHWAY 290 Austin, TX",-98.5186066,30.2539721
"POND SPRINGS ROAD and US HIGHWAY 183 SERVICE ROAD Austin, TX",-97.7729797,30.4389381
"LAKE CREEK PARKWAY and NORTH US HIGHWAY 183 SERVICE ROAD Austin, TX",-97.7963499,30.4618923
"LAKELINE MALL DRIVE AT and NORTH US HIGHWAY 183 Austin, TX",-97.7987992,30.4755978
"2300 BLOCK OF WEST BEN WHITE BOULEVARD Austin, TX",-97.7914251,30.2334001
"WEST BEN WHITE BOULEVARD SERVICE ROAD and SOUTH IH 35 SERVICE ROAD Austin, TX",-97.7597087,30.2190219
"BLOCK S IH 35 Austin, TX",-97.7051168,30.3154622
"10 BLOCK S IH 35 Austin, TX",-97.7365773,30.252495
"SPICEWOOD SPRINGS ROAD AT and RESEARCH BOULEVARD SERVICE ROAD Austin, TX",-97.775077,30.4340266
"SPICEWOOD SPRINGS ROAD and RESEARCH BOULEVARD Austin, TX",-97.7700575,30.4340482
"2305 BURLESON ROAD Austin, TX",-97.7354958,30.2309159
"2100 BLOCK BARTON SPRINGS ROAD Austin, TX",-97.7691348,30.2660703
"1200 BLOCK BARTON SPRINGS ROAD Austin, TX",-97.7579259,30.2612354
"2401 COLUMBUS DRIVE Austin, TX",-97.7783887,30.2666487
"1900 BLOCK WEST BEN WHITE BOULEVARD Austin, TX",-97.7867185,30.2296824
"SOUTH I H 35 SERVICE ROAD and EAST SLAUGHTER LANE Austin, TX",-97.7894406,30.1568535
"1000 BLOCK BARTON SPRINGS ROAD Austin, TX",-97.7531808,30.2607406
"10700 BLOCK RESEARCH BOULEVARD SERVICE and ROAD Austin, TX",-97.7387898,30.3817518
"CAPITAL OF TEXAS HIGHWAY AT and BEN WHITE BOULEVARD Austin, TX",-97.7914251,30.2334001
"WEST HOWARD LANE and I H 35 SERVICE ROAD Austin, TX",-97.6774483,30.427745
"800 BLOCK WEST RIVERSIDE DRIVE Austin, TX",-97.7515831,30.262517
"SPICEWOOD SPRINGS ROAD and RESEARCH BOULEVARD SERVICE ROAD Austin, TX",-97.775077,30.4340266
"SOUTH I H 35 SERVICE ROAD AT and WILLIAM CANNON Austin, TX",-97.768718,30.188724
"2400 BLOCK WEST BEN WHITE BOULEVARD Austin, TX",-97.7932621,30.2331102
"SOUTH PLEASANT VALLEY ROAD and EAST RIVERSIDE DRIVE Austin, TX",-97.7228689,30.234143
"SOUTH IH 35 and SLAUGHTER LANE Austin, TX",-97.7869383,30.1669935
"3400 BLOCK CAPITOL OF TX HWY Austin, TX",-97.8092132,30.3321187
"2410 DURWOOD STREET Austin, TX",-97.7587386,30.2407594
"100 BLOCK SOUTH LAMAR BOULEVARD Austin, TX",-97.7560718,30.2670219
"2406 WEST BEN WHITE BOULEVARD Austin, TX",-97.7933018,30.2331299
"700 ROBERT E LEE Austin, TX",-97.7430608,30.267153
"ATLANTA ST and LAKE AUSTIN BLVD Austin, TX",-97.7704765,30.2772715
"LAKE AUSTIN BOULEVARD and ATLANTA STREET Austin, TX",-97.7704765,30.2772715
"2624 LYNBROOK DRIVE Austin, TX",-97.8386014,30.1686426
"SPICEWOOD SPRINGS and US HWY 183 Austin, TX",-97.7700744,30.4326468
"4100 BLOCK NORTH IH 35 SERVICE ROAD Austin, TX",-97.5906901,30.8529411
"100 BLOCK SOUTH IH 35 Austin, TX",-97.7372329,30.2617781
"1200 BLOCK SOUTH I H 35 Austin, TX",-97.7328184,30.272201
"SOUTH IH35 SERVICE ROAD AT and EAST SLAUGHTER LANE Austin, TX",-97.7844632,30.1662743
"2000 WEST BEN WHITE BOULEVARD Austin, TX",-97.7885176,30.2305455
"300 BLOCK EAST 6TH STREET Austin, TX",-97.740155,30.267582
"900 WEST RIVERSIDE DRIVE Austin, TX",-97.7543843,30.2636296
"1100 WEST RIVERSIDE DRIVE Austin, TX",-97.756042,30.2642437
"400 BLOCK SOUTH LAMAR Austin, TX",-97.758132,30.2621702
"2000  BLOCK WEST BEN WHITE BOULEVARD Austin, TX",-97.7885176,30.2305455
"400 BLOCK SOUTH LAMAR BOULEVARD Austin, TX",-97.758132,30.2621702
"LAKECREEK DRIVE AT and US HIGHWAY 183 Austin, TX",-97.7963499,30.4618923
"WEST SOUTH HIGHWAY 71 AT and WEST US HIGHWAY 290 Austin, TX",-97.873891,30.234958
"WEST WILLIAM CANNON DRIVE and WEST US HIGHWAY 290 Austin, TX",-97.8648384,30.2338317
"6600 BLOCK CAMERON ROAD Austin, TX",-97.6947854,30.3222034
"EAST US HIGHWAY 290 SERVICE ROAD AT and CAMERON ROAD Austin, TX",-97.6980713,30.3225831
"2400 BLOCK WEST BEN WHITE Austin, TX",-97.7932621,30.2331102
"6900 BLOCK WEST US HIGHWAY 290 Austin, TX",-97.872995,30.2342312
"300 BLOCK SOUTH I H 35 SERVICE ROAD Austin, TX",-97.5386075,30.9512982
"800 BLOCK ANDERSON LANE SERVICE ROAD Austin, TX",-97.7139371,30.3480102
"7100 BLOCK WEST SH 71 Austin, TX",-97.8770449,30.2355631
"6900 BLOCK S H 71 WEST Austin, TX",-96.7613429,29.8877063
"2400 BLOCK BEN WHITE BOULEVARD Austin, TX",-97.7371417,30.2161975
"2100 BLOCK EAST WILLIAM CANNON DRIVE Austin, TX",-97.7620129,30.1875211
"2504 DURWOOD Austin, TX",-97.7590132,30.2395796
"1182 NORTH PLEASANT VALLEY Austin, TX",-97.7147199,30.2733485
"2000 BLOCK WEST BEN WHITE BOULEVARD Austin, TX",-97.7885176,30.2305455
"CAMERON ROAD AND and EAST US HIGHWAY 29 SERVICE ROAD Austin, TX",-97.6905642,30.3288816
"2400 BLOCK BEN WHITE Austin, TX",-97.7371417,30.2161975
"1900 BLOCK WEST BEN WHITE Austin, TX",-97.7867185,30.2296824
"LAKE AUSTIN BOULEVARD AT and ATLANTA STREET Austin, TX",-97.7704765,30.2772715
"WEST WILLIAM CANNON DRIVE AT and SOUTH MOPAC EXPRESSWAY SERVICE ROAD Austin, TX",-97.844196,30.2245965
"SLAUGHTER LANE and SOUTH I H 35 SERVICE ROAD Austin, TX",-97.7894406,30.1568535
"SOUTH IH 35 SERVICE ROAD AT and WEST WILLIAM CANNON DRIVE Austin, TX",-97.8003864,30.200386
"2200 BLOCK WEST BEN WHITE Austin, TX",-97.7915191,30.2319729
"1900 BLOCK BEN WHITE SERVICE ROAD Austin, TX",-97.7445598,30.2166527
"SOUTH IH 35 SERVICE ROAD and EAST SLAUGHTER LANE Austin, TX",-97.7894406,30.1568535
"NORTH I H 35 SERVICE ROAD and EAST ANDERSON LANE SERVICE ROAD Austin, TX",-97.676163,30.375437
"509 BAYLOR STREET Austin, TX",-97.7557922,30.2711754
"4900 E OLTORF Austin, TX",-97.7217478,30.222989
"4400 BLOCK AIRPORT Austin, TX",-97.7129214,30.3003609
"600 BLOCK BRAZOS Austin, TX",-97.7413846,30.2679291
"7000 BLOCK ARDATH STREET Austin, TX",-97.740291,30.349389
"E SLAUGHTER LN and S IH 35 SB SVRD Austin, TX",-97.7869383,30.1669935
"1600 BLOCK TOOMEY STREET Austin, TX",-97.7607275,30.2639357
"1030 BARTON HILLS DRIVE Austin, TX",-97.7710486,30.2610596
"S IH 35 NB SVRD and WOODWARD AVE Austin, TX",-97.7458692,30.2230985
