google_search,lon,lat
"6600 BLOCK MCNIEL DRIVE Austin, TX",-97.7552445,30.4390498
"4800 SOUTH MOPAC EXPRESSWAY Austin, TX",-97.8882814,30.173391
"4800 BLOCK SOUTH MOPAC EXPRESSWAY and SERVICE ROAD Austin, TX",-97.8882814,30.173391
"6600 BLOCK MCNEIL DRIVE Austin, TX",-97.7552445,30.4390498
"SOUTH IH 35 SERVICE ROADAT and SLAUGHTER LANE Austin, TX",-97.7898114,30.1663755
"100 BLOCK WEST BEN WHITE BOULEVARD SERV Austin, TX",-97.763915,30.2236304
"2217 W BEN WHITE BLVD SVRD Austin, TX",-97.7929327,30.2314514
"700 BLOCK WEST ANDERSON LANE Austin, TX",-97.7119571,30.3477457
"2302 WESTERN TRAILS Austin, TX",-97.7933362,30.2310914
"2300 BLOCK WESTERN TRAILS BOULEVARD Austin, TX",-97.7942274,30.2307813
"700 BLOCK EAST BEN WHITE BOULEVARD and SERVICE ROAD Austin, TX",-97.7558123,30.2191783
"500 BLOCK EAST BEN WHITE BOULEVARD Austin, TX",-97.7573953,30.2204806
"500 BLOCK EAST BEN WHITE BOULEVARD and SERVICE ROAD Austin, TX",-97.7571135,30.2203776
"5000 BLOCK SOUTH CONGRESS AVENUE Austin, TX",-97.7716954,30.2118798
"500 BLOCK E. BEN WHITE BLVD SERVICE ROAD Austin, TX",-97.7571135,30.2203776
"4400 BLOCK WEST GATE BOULEVARD Austin, TX",-97.8017735,30.2342002
"EAST KOENIG LANE SERVICE ROAD and AIRPORT BOULEVARD Austin, TX",-97.7088146,30.3203903
"NORTH IH 35 SERVICE ROAD and EAST KOENIGH LANE SERVICE ROAD Austin, TX",-97.6755515,30.4012811
"US183 SVRD SB and BRAKER LN Austin, TX",-97.7466907,30.4011882
"RESEARCH BOULEVARD SERVICE ROAD AT and BRAKER LANE Austin, TX",-97.74289,30.3996615
"RESEARCH BLVD SVRD NB and CAPITAL OF TEXAS HWY Austin, TX",-97.7486304,30.3924605
"BRAKER LN and JOLLYVILLE RD Austin, TX",-97.748853,30.4007625
"7700 BLOCK CAMERON ROAD Austin, TX",-97.685826,30.3335092
"BURNET RD and W BRAKER LN Austin, TX",-97.7218236,30.391102
"10 BLOCK SOUTH IH 35 Austin, TX",-97.7365773,30.252495
"SOUTH LAMAR BOULEVARD AT and BARTON SPRINGS ROAD Austin, TX",-97.7584519,30.2608651
"W BEN WHITE BLVD EB SVRD and MANCHACA RD Austin, TX",-97.790138,30.2292105
"4800 BLOCK S MOPAC Austin, TX",-97.8882814,30.173391
"RESEARCH BOULEVARD SERVICE ROAD and BRAKER LANE Austin, TX",-97.7472052,30.4022823
"WEST WILLIAM CANNON DRIVE and BRODIE LANE Austin, TX",-97.8303742,30.2138873
"S IH 35 SVRD and WILLIAM CANNON DR Austin, TX",-97.844196,30.2245965
"MANCHACA and W BEN WHITE BLVD SVRD Austin, TX",-97.789978,30.2292773
"W BEN WHITE BLVD SVRD and MANCHACA Austin, TX",-97.7787071,30.2270116
"BEN WHITE BOULEVARD SERVICE ROAD AT and MANCHACA ROAD Austin, TX",-97.7597087,30.2190219
"100 W BEN WHITE and CONGRESS Austin, TX",-97.7647353,30.2244619
"BRAKER LANE and RESEARCH BOULEVARD Austin, TX",-97.7454776,30.4003033
"BRAKER LANE AT and RESEARCH BOULEVARD Austin, TX",-97.7454776,30.4003033
"RESEARCH BOULEVARD and MCNEIL DRIVE Austin, TX",-97.7690074,30.4344549
"FM 620 AT and LAKE CREEK DRIVE Austin, TX",-97.8160657,30.4621471
"LAKE AUSTIN BOULEVARD AT and NORTH MOPAC EXPRESSWAY SERVICE ROAD Austin, TX",-97.7718086,30.2772837
"SOUTH CONGRESS AVENUE AT and WEST BEN WHITE BOULEVARD SERVICE ROAD Austin, TX",-97.7663621,30.2233184
"9075 RESEARCH BOULEVARD Austin, TX",-97.72851,30.3745209
"4907 SOUTH 1ST STREET Austin, TX",-97.7765789,30.2144423
"1500 ROBERT E LEE Austin, TX",-97.734006,30.276373
"2200 BLOCK BARTON SPRINGS Austin, TX",-97.77154,30.2686236
"2236 WILLIAM BARTON DRIVE Austin, TX",-97.7724518,30.2642529
"507 KINNEY AVENUE Austin, TX",-97.7615879,30.2618839
"4100 S IH 35 SB Austin, TX",-97.7181315,30.2976472
"4100 BLOCK SOUTH IH 35 and EAST BEN WHITE BOULEVARD Austin, TX",-97.7181315,30.2976472
"4100 S IH 35 and BEN WHITE Austin, TX",-97.7181315,30.2976472
"4100 S IH 35 SVRD Austin, TX",-97.7181315,30.2976472
"4413 MANCHACA RD Austin, TX",-97.7891369,30.2286933
"SOUTH LAMAR BOULEVARD and BARTON SPRINGS ROAD Austin, TX",-97.7584519,30.2608651
"9000 BLOCK BURNET ROAD Austin, TX",-97.7262752,30.3743213
"S IH35 SVRD EF and WILLIAM CANNON Austin, TX",-97.77053,30.18955
"500 BLOCK BEN WHITE BOULEVARD Austin, TX",-97.7573953,30.2204806
"1113 MEARNS MEADOW Austin, TX",-97.7007455,30.3696759
"1101 MEARNS MEADOW Austin, TX",-97.7006113,30.369611
"2400 W. BEN WHITE BLVD SVRD Austin, TX",-97.7943719,30.2319969
"2400 BLOCK WEST BEN WHITE BOULEVARD and SERVICE ROAD Austin, TX",-97.7932621,30.2331102
"2100 BLOCK WEST BEN WHITE BOULEVARD and SERVICE ROAD Austin, TX",-97.7895778,30.2313375
"AIRPORT BOULEVARD and KOENIG LANE Austin, TX",-97.713039,30.3209309
"6900 BLOCK STATE HIGHWAY 71 WEST Austin, TX",-97.8757331,30.2347153
"605 WOOD STREET Austin, TX",-97.7516908,30.2706893
"2010 HOMEDALE Austin, TX",-97.7841847,30.2555328
"4100 BLOCK SOUTH IH 35 Austin, TX",-97.7181315,30.2976472
"US HWY 290 and SH HWY 71 SPLIT Austin, TX",-97.8744795,30.2333096
"SOUTH I H 35 WEST FRONTAGE and WILLIAM CANNON Austin, TX",-97.768718,30.188724
"S IH 35 SVRD EF and WILLIAM CANNON Austin, TX",-97.77053,30.18955
"600 BLOCK ROBERT E LEE ROAD Austin, TX",-97.7430608,30.267153
"9200 BLOCK DAVID MOORE DRIVE Austin, TX",-97.8151909,30.1737483
"N IH 35 SB SVRD and E 12TH ST Austin, TX",-97.6887107,30.6179851
"9100 BLOCK RESEARCH BOULEVARD Austin, TX",-97.7288755,30.3739896
"EAST BEN WHITE BOULEVARD and EAST RIVERSIDE DRIVE Austin, TX",-97.6906548,30.2180201
"800 BLOCK EAST 6TH STREET Austin, TX",-97.7341674,30.2656502
"4320 S I 35 SB SVC Austin, TX",-97.7553791,30.2125578
"SOUTH IH 35 SERVICE ROAD and BEN WHITE BOULEVARD SERVICE ROAD Austin, TX",-97.7597087,30.2190219
"700 BLOCK EAST 6TH STREET Austin, TX",-97.7358631,30.2663066
"2101 JESSE SEGOVIA STREET Austin, TX",-97.7247608,30.2496033
"600 SABINE STREET Austin, TX",-97.7362596,30.2663927
"1151 POST OAK ST Austin, TX",-97.7582642,30.257055
"1151 POST OAK STREET Austin, TX",-97.7582642,30.257055
"SOUTH 1ST STREET AT and WEST SLAUGHTER LANE Austin, TX",-97.7996268,30.1724679
"BRAKER LANE AT and RESEARCH BOULEVARD SERVICE ROAD Austin, TX",-97.74289,30.3996615
"1900 W BEN WHITE BLVD WB Austin, TX",-97.7702609,30.2281705
"1900 BLOCK W BEN WHITE BLVD WB Austin, TX",-97.7867185,30.2296824
"RESEARCH BOULEVARD SERVICE ROAD and POND SPRINGS ROAD Austin, TX",-97.7712661,30.4358975
"13700 BLOCK NORTH US HIGHWAY 183 and SERVICE ROAD Austin, TX",-99.3882365,40.8077704
"RESEARCH BOULEVARD AT and POND SPRINGS ROAD Austin, TX",-97.791316,30.455002
"9200 BLOCK SOUTH IH 35 Austin, TX",-97.6894865,30.356856
"SOUTH IH35 SERVICE ROAD AT and STASSNEY LANE Austin, TX",-97.7608242,30.1975261
"4100 S IH 35 and BENWHITR Austin, TX",-97.793543,30.1565504
"4100 BLOCK SOUTH IH 35 and BEN WHITE BOULEVARD Austin, TX",-97.7181315,30.2976472
"4100 BLOCK SOUTH IH 35 AT and BEN WHITE BOULEVARD Austin, TX",-97.7181315,30.2976472
"SOUTH IH 35 SERVICE ROAD AT and BEN WHITE BOULEVARD Austin, TX",-97.7597087,30.2190219
"SOUTH IH 35 and BEN WHITE BOULEVARD Austin, TX",-97.7525256,30.2157761
"939 EAST 53RD STREET Austin, TX",-97.7117048,30.312076
"MANCHACA ROAD AT and BEN WHITE BOULEVARD Austin, TX",-97.7885413,30.229629
"CAPITAL OF TEXAS HIGHWAY AT and RESEARCH BOULEVARD SERVICE ROAD Austin, TX",-97.7427206,30.3913566
"2000 BLOCK WEST  BEN WHITE BOULEVARD Austin, TX",-97.7885176,30.2305455
"BEN WHITE BLVD SVRD and S 1ST Austin, TX",-97.7655603,30.2227432
"2000 BLOCK DUMOOD STREET Austin, TX",-97.7430608,30.267153
"2010 DURWOOD STREET Austin, TX",-97.7569217,30.2425284
"RESEARCH BOULEVARD SERVICE ROAD AT and ANDERSON MILL ROAD Austin, TX",-97.7924398,30.4487563
"500 W BEN WHITE BLVD SVRD WB Austin, TX",-97.7678501,30.2266028
"WEST BRAKER LANE AT and MOPAC EXPRESSWAY SERVICE ROAD Austin, TX",-97.729803,30.3984476
"406 E ALPINE RD Austin, TX",-97.7574567,30.2251872
"406 E ALPINE Austin, TX",-97.7574567,30.2251872
"5700 AIRPORT BLVD and KOENIG SVRD Austin, TX",-97.7126462,30.3199064
"SOUTH IH35 SERVICE ROAD AT and WILLIAM CANNON DRIVE Austin, TX",-97.768718,30.188724
"2800 NORTH LAMAR BOULEVARD Austin, TX",-97.7486494,30.2978654
"BRAKER LN and RESEARCH BLVD SVRD Austin, TX",-97.7449589,30.4011046
"WILLIAM CANNON DRIVE and BRODIE LANE Austin, TX",-97.8303742,30.2138873
"S IH 35 SVRD NB and SLAUGHTER Austin, TX",-97.793543,30.1565504
"615 EAST 6TH STREET Austin, TX",-97.7366239,30.2661605
"S IH 35 SVRD WF and WILLIAM CANNON Austin, TX",-97.768718,30.188724
"S IH 35 WF and WILLIAM CANNON Austin, TX",-97.768718,30.188724
"2100 BLOCK WILLIAM BARTON DR Austin, TX",-97.7724628,30.2642524
"6934 BRODIE LANE Austin, TX",-97.830565000000007,30.2135696
"200 CONGRESS AVENUE and EAST 9TH STREET Austin, TX",-97.744583,30.2648691
"W BEN WHITE BLVD EB SVRD Austin, TX",-97.7745674,30.2261149
"4400 BLOCK SOUTH LAMAR BOULEVARD Austin, TX",-97.8014354,30.232782
"4400 S LAMAR BLVD SB Austin, TX",-97.7628876,30.2558811
"4400 B S LAMAR Austin, TX",-97.8014354,30.232782
"RESEARCH BLVD SB and BRAKER LN Austin, TX",-97.7466907,30.4011882
"RESEARCH BOULEVARD and DUVAL ROAD Austin, TX",-97.7472913,30.4189307
"600 W BEN WHITE BLVD SVRD EB Austin, TX",-97.7695294,30.2270128
"RESEARCH BOULEVARD SERVICE ROAD AT and DUVAL ROAD Austin, TX",-97.7479486,30.4194095
"RESEARCH BOULEVARD SERVICE ROAD AT and FAIRFIELD DRIVE Austin, TX",-97.7155757,30.3583039
"8500 RESERACH BOULEVARD and FAIRFIELD DRIVE Austin, TX",-97.7173575,30.3594519
"NORTH IH 35 SERVICE ROAD and EAST CESAR CHAVEZ STREET Austin, TX",-97.7370015,30.2618385
"BRAKER LANE and RESEARCH BOULEVARD SERVICE ROAD Austin, TX",-97.74289,30.3996615
"4400 BLOCK MANCHACA Austin, TX",-97.74244,30.2873
"2100 BLOCK CIMARRON TRAIL Austin, TX",-97.7916103,30.2277512
"3900 BLOCK S CONGRESS AVENUE Austin, TX",-97.7636353,30.2243221
"8600 BLOCK RESEARCH BOULEVARD SERVICE and ROAD Austin, TX",-97.7387898,30.3817518
"3900 BLOCK CONGRESS Austin, TX",-97.7636353,30.2243221
"3900 BLOCK SOUTH CONGRESS Austin, TX",-97.7636353,30.2243221
"1700 BLOCK NASH HERNANDEZ SR ROAD Austin, TX",-97.7314553,30.2509201
"SOUTH IH35 SERVICE ROAD and WILLIAM CANNON Austin, TX",-97.768718,30.188724
"3900 S CONGRESS AVE Austin, TX",-97.7636353,30.2243221
"300 BLOCK EAST 4TH STREET Austin, TX",-97.7402274,30.2655533
"LAKECREEK PARKWAY AT and FM 620 Austin, TX",-97.8160657,30.4621471
"500 W BEN WHITE BLVD SVRD EB Austin, TX",-97.7678501,30.2266028
"8600 BLOCK RESEARCH BOUELVARD Austin, TX",-97.7182908,30.3616346
"2300 W BEN WHITE BLVD EB Austin, TX",-97.7914251,30.2334001
"4300 S LAMAR BLVD SVRD SB Austin, TX",-97.7948565,30.2352368
"1900 W BEN WHITE BLVD SVRD WB Austin, TX",-97.7867185,30.2296824
"12783 NORTH US HIGHWAY 183 SERVICE ROAD Austin, TX",-98.359717,31.1786081
"600 BLOCK WEST BEN WHITE BOULEVARD and SERVICE ROAD Austin, TX",-97.7695294,30.2270128
"12781 NORTH U S HIGHWAY 183 SERVICE ROAD Austin, TX",-99.2654888,34.0767367
"LAKE CREEK PARKWAY and FARMERS' MARKET 620 Austin, TX",-97.8067063,30.4689487
"600 BLOCK SABINE STREET Austin, TX",-97.7362596,30.2663927
"ANDERSON MILL ROAD and NORTH US HIGHWAY 183 SERVICE ROAD Austin, TX",-97.788219,30.449535
"12000 BLOCK BITTER HOLLOW Austin, TX",-97.697044,30.3996513
"12000 BITTERN HOLLOW Austin, TX",-97.697044,30.3996513
"1700 BLOCK SOUTH IH 35 SERVICE ROAD Austin, TX",-97.5303703,30.9623833
"2400 W BEN WHITE BLVD EB Austin, TX",-97.7932621,30.2331102
"4000 BLOCK SOUTH CAPITAL OF TEXAS HWY Austin, TX",-97.8014174,30.2410538
"12600 NORTH IH 35 SERVICE ROAD Austin, TX",-97.6056558,30.8229046
"3100 BLOCK SOUTH PLEASANT VALLEY ROAD Austin, TX",-97.7315495,30.2221438
"112 EAST SLAUGHTER LANE Austin, TX",-97.7838336,30.1670371
"ANDERSON MILL RD and RESEARCH BLVD Austin, TX",-97.7909345,30.4485703
"W BRAKER LN and RESEARCH BLVD SVRD SB Austin, TX",-97.74289,30.3996615
"BURNET RD and RESEARCH BLVD SVRD Austin, TX",-97.7255182,30.3737166
"2000 BENWHITE Austin, TX",-97.7434817,30.2165765
"NORTH BLUFF ROAD and WILLIAM CANNON DRIVE Austin, TX",-97.7715862,30.1909649
"800 BLOCK NORTH BLUFF DRIVE Austin, TX",-97.7710273,30.1933385
"817 NORTH BLUFF Austin, TX",-97.772004,30.192311
"4303 VICTORY DRIVE Austin, TX",-97.790958,30.2322185
"4303 VICTORY Austin, TX",-97.790958,30.2322185
"1600 BLOCK NASH HERNANDEZ SR ROAD Austin, TX",-97.7320924,30.25105
"WEST STASSNEY LANE and SOUTH IH 35 SERVICE ROAD Austin, TX",-97.7657693,30.198739
"BARTON SPRINGS GREENBELT Austin, TX",-97.8126892,30.247167
"1600 BLOCK NASH HERNANDEZ SR. ROAD Austin, TX",-97.7320924,30.25105
"WEST BRAKER LANE and RESEARCH BOULEVARD SERVICE ROAD Austin, TX",-97.74289,30.3996615
"8800 BLOCK SOUTH IH 35 Austin, TX",-97.6923232,30.3520751
"700 E CESAR CHAVEZ Austin, TX",-97.7375406,30.2615526
"3500 S MOPAC EXPY SVRD NB Austin, TX",-97.8882814,30.173391
"100 BLOCK WEST BEN WHITE BOULEVARD and SERVICE ROAD Austin, TX",-97.763915,30.2236304
"WEST US HIGHWAY 290 and WEST WILLIAM CANNON DRIVE Austin, TX",-97.8648384,30.2338317
"EAST WILLIAM CANNON DRIVE and SOUTH IH 35 SERVICE ROAD Austin, TX",-97.768718,30.188724
"400 BLOCK GROVE Austin, TX",-97.8321375,30.2960652
"1200 BLOCK EAST 5TH STREET Austin, TX",-97.7309319,30.2635092
"1900 BLOCK WEST BEN WHITE BOULEVARD and SERVICE ROAD Austin, TX",-97.7867185,30.2296824
"8500 BLCOK RESEARCH BOULEVARD SERVICE RO and 1400 BLOCK FAIRFIELD DRIVE Austin, TX",-97.7387898,30.3817518
"RESEARCH BOULEVARD SERVICE ROAD and OHLEN ROAD Austin, TX",-97.7168484,30.362973
"700 BLOCK EAST LIVE OAK STREET Austin, TX",-97.7469054,30.2402121
"500 BLOCK TRINITY STREET Austin, TX",-97.7396808,30.2661534
"903 WALNUT CREEK PARK ROAD Austin, TX",-97.6830007,30.400978
"2500 BLOCK EAST RIVERSIDE DRIVE Austin, TX",-97.7235728,30.2353659
"2500 BLOCK E RIVERSIDE DR Austin, TX",-97.7235728,30.2353659
"SOUTH IH 35 EF and WILLIAM CANNON Austin, TX",-97.768718,30.188724
"N IH 35 SVRD SB and AIRPORT BLVD Austin, TX",-97.7144209,30.3045902
"NORTH IH 35 SERVICE ROAD and AIRPORT BOULEVARD Austin, TX",-97.7144209,30.3045902
"121 SERATON Austin, TX",-97.7684098,30.2150146
"100 BLOCK POST ROAD STREET Austin, TX",-97.7521667,30.2405819
"1100 BLOCK POST ROAD Austin, TX",-97.7521667,30.2405819
"700 WEST RIVERSIDE DRIVE Austin, TX",-97.7500324,30.2609463
"RESEARCH BLVD and BURNET LN Austin, TX",-97.72617,30.3734711
"MATERSON PASS and NORTH LAMAR BOULEVARD Austin, TX",-97.6924185,30.37121
"1305 TRINITY STREET Austin, TX",-97.7366044,30.2740679
"2000 BLOCK SOUTH 6TH STREET Austin, TX",-97.7637544,30.2478599
"1305 TRINITY Austin, TX",-97.7366044,30.2740679
"2006 S0UTH 6TH STREET Austin, TX",-97.7651364,30.2474861
"RESEARCH BLVD SVRD SB and BRAKER LN Austin, TX",-97.7449589,30.4011046
"2100 BLOCK EAST 3RD STREET Austin, TX",-97.720709,30.2581069
"2100 EAST 3RD STREET Austin, TX",-97.720709,30.2581069
"5100 BLOCK NORTH IH 35 SERVICE ROAD Austin, TX",-97.5906901,30.8529411
"1400  BLOCK ALAMEDA DRIVE Austin, TX",-97.7423705,30.2479803
"10000  BLOCK OLD SAN ANTONIO ROAD Austin, TX",-97.7918309,30.153568
"1400 BLOCK ALAMEDA DRIVE Austin, TX",-97.7423705,30.2479803
"1900 W BEN WHITE BLVD EB Austin, TX",-97.7867185,30.2296824
"BRODIE LANE and WILLIAM CANNON Austin, TX",-97.8303742,30.2138873
"10200 BLOCK OLD SAN ANTONIO ROAD Austin, TX",-97.7934416,30.1533315
"10260 OLD SAN ANTONIO ROAD Austin, TX",-97.7943895,30.1533148
"10200 BLOCK OLD SAN ANTONIO Austin, TX",-97.7934416,30.1533315
"LAKECREEK PARKWAY and US 183 SVRD NB Austin, TX",-97.7963499,30.4618923
"DUVAL  ROAD and MOPAC EXPRESSWAY SERVICE ROAD Austin, TX",-97.7494864,30.3533066
"MOPAC EXPRESSWAY SERVICE ROAD and DUVAL ROAD Austin, TX",-97.716028,30.4090737
"2236 WILLLIAM BARTON Austin, TX",-97.7724518,30.2642529
"E SLAUGHTER LN EB and N IH 35 NB SVRD Austin, TX",-97.7793742,30.1640809
"500 BLOCK WEST BEN WHITE BOULEVARD and SERVICE ROAD Austin, TX",-97.7678501,30.2266028
"7000 BLOCK LOST VALLEY Austin, TX",-97.8277424,30.212522
"NORTH IH 35 SERVICE ROAD and EAST 15TH STREET Austin, TX",-97.7355667,30.2653491
"9400 BLOCK PARKFIELD DRIVE Austin, TX",-97.7062248,30.3674444
"BURNET RD and RESEARCH BLVD SB Austin, TX",-97.727684,30.371468
"1700 BLOCK SLAUGHTER LANE Austin, TX",-97.8205923,30.1744342
"1700 SLAUGHTER LANE Austin, TX",-97.8205923,30.1744342
"1700 W SLAUGHTER LN Austin, TX",-97.8205923,30.1744342
"6710 ARROYO SECO Austin, TX",-97.7305689,30.3406486
"6500 BLOCK EAST US HIGHWAY 290 and SERVICE ROAD Austin, TX",-98.2021803,30.2034522
"6300 BLOCK NORTH IH 35 SERVICE ROAD Austin, TX",-97.7348636,30.2648929
"800 E ST JOHNS Austin, TX",-97.70392,30.3326749
"800 BLOCK EAST SAINT JOHNS AVENUE Austin, TX",-97.70392,30.3326749
"S IH 35 SVRD NB and E SLAUGHTER LN Austin, TX",-97.7628993,30.1524819
"S CONGRESS and W BEN WHITE BLVD SVRD Austin, TX",-97.7663621,30.2233184
"NORTH IH 35  SERVICE ROAD and ANDERSON LANE Austin, TX",-97.6952054,30.3489527
"NORTH I H 35 SERVICE ROAD and 183 SERVICE ROAD Austin, TX",-97.6996422,30.3369319
"1700 E WILLIAM CANNON DR Austin, TX",-97.7673318,30.1894146
"2203 BLUE MEADOW DRIVE Austin, TX",-97.764323,30.181366
"700 BLOCK EAST 3RD STREET Austin, TX",-97.7367931,30.263579
"2300 BLOCK BLUE MEADOW DRIVE Austin, TX",-97.7630179,30.1819041
"2310 BLUE MEADOW DRIVE Austin, TX",-97.7634105,30.1811588
"3500 BLOCK S MOPAC BLVD SVRD NB Austin, TX",-97.8882814,30.173391
"1100 BLOCK SOUTH 6TH STREET Austin, TX",-97.7587496,30.2554047
"1100 BLOCK 6TH STREET Austin, TX",-97.7549694,30.2724068
"1200 BLOCK 6TH STREET Austin, TX",-97.7572149,30.2729781
"1200 BLOCK SOUTH 6TH STREET Austin, TX",-97.759878,30.25512
"9000 RESEARCH BLVD SVRD NB Austin, TX",-97.7270288,30.3730736
"70 BLOCK TRINITY STREET Austin, TX",-97.7414237,30.2620865
"RESEARCH BOULEVARD SERVICE ROAD and LAKE CREEK PARKWAY Austin, TX",-97.7947653,30.4591469
"S LAMAR BLVD and WESTGATE Austin, TX",-97.7800938,30.2452249
"PARMER LANE and AVERY RANCH Austin, TX",-97.7756165,30.4981557
"11900 BLOCK LAKELINE MALL DRIVE Austin, TX",-97.803488,30.4718202
"LAKE CREEK PARKWAY and US HIGHWAY 183 SERVICE ROAD Austin, TX",-97.7963499,30.4618923
"4500 S LAMAR BLVD SVRD SB Austin, TX",-97.8014354,30.232782
"NORTH FM 620 ROAD AT and PARMER LANE Austin, TX",-97.7645006,30.4760196
"N FM 620 RD and PARMER LN Austin, TX",-97.7656852,30.477097
"1920 EAST RIVERSIDE DRIVE Austin, TX",-97.728274,30.242302
"CAMERON ROAD and EAST US 290 HIGHWAY SERVICE ROAD Austin, TX",-97.6905642,30.3288816
"2200 BLOCK STEPHEN F AUSTIN DRIVE Austin, TX",-97.7714994,30.2756445
"2200 BLOCK STEPHEN F AUSTIN Austin, TX",-97.7714994,30.2756445
"800 BLOCK BRAZOS Austin, TX",-97.7410312,30.2699299
"NORTH US 183 and LAKE CREEK Austin, TX",-97.7963499,30.4618923
"4500 BLOCK SOUTH LAMAR BOULEVARD Austin, TX",-97.8014354,30.232782
"EAST BEN WHITE BOULEVARD SERVICE ROAD AT and EAST RIVERSIDE DRIVE Austin, TX",-97.7030902,30.2167169
"6TH and SAN JACINTO Austin, TX",-97.7404088,30.2673868
"400 BLOCK EAST 15TH STREET Austin, TX",-97.7360198,30.2759986
"MOPAC and BRAKER LANE Austin, TX",-97.7065996,30.3908804
"1300 BLOCK SHOAL CREEK BOULEVARD Austin, TX",-97.7502086,30.2775162
"1301 BLOCK SHOAL CREEK BOULEVARD Austin, TX",-97.7494793,30.2787099
"1301 EAST 5TH STREET Austin, TX",-97.730022,30.2622824
"2700 GRACY FARMS LANE Austin, TX",-97.7125214,30.4071727
"1177 NORTH PLEASANT VALLEY Austin, TX",-97.7142213,30.2732284
"6900 BLOCK NORTH IH 35 SERVICE ROAD Austin, TX",-97.5906901,30.8529411
"4400 BLOCK NORTH IH 35 Austin, TX",-97.6952054,30.3489527
"3421 W. WILLIAM CANNON  DR Austin, TX",-97.8295078,30.2129179
"EAST ANDERSON LANE SERVICE ROAD AT and NORTH IH35 SERVICE ROAD Austin, TX",-97.688244,30.3343469
"2100 BLOCK STEPHEN F AUSTIN DRIVE Austin, TX",-97.7658957,30.2707864
"2100 BLOCK STEPHEN F AUSTIN Austin, TX",-97.7658957,30.2707864
"410 COMAL STREET Austin, TX",-97.7276037,30.2619349
"700 BLOCK ROBERT E. LEE Austin, TX",-97.7430608,30.267153
"2600 N LAMAR BLVD Austin, TX",-97.7498611,30.2917208
"7700 PARK BEN Austin, TX",-97.7044799,30.4086794
"CAMERON TO E ANDERSON WB RAMP Austin, TX",-97.675477,30.348154
"CAMERON ROAD and EAST ANDERSON LANE Austin, TX",-97.6866835,30.3322417
"CAMERON RD and US HWY 183 Austin, TX",-97.685021,30.3337396
"E BEN WHITE BLVD WB SVRD and E RIVERSIDE DR Austin, TX",-97.6950729,30.2177278
"W BRAKER LN and MOPAC SVRD SB Austin, TX",-97.7176353,30.3895722
"WEST MOPAC SERVICE ROAD and PARMER Austin, TX",-97.7028843,30.4201408
"2205 PARKFIELD DRIVE Austin, TX",-97.7020952,30.3731516
"2800 S CAPITAL OF TEXAS HWY SB Austin, TX",-97.8135439,30.255305
"EAST US HIGHWAY 183 and CAMERON ROAD Austin, TX",-97.685021,30.3337396
"11655 NORTH US HIGHWAY 183 SERVICE ROAD Austin, TX",-99.2698427,34.0927699
"NORTH IH 35 SERVICE ROAD AT and EAST ANDERSON LANE SERVICE ROAD Austin, TX",-97.6996422,30.3369319
"ST JOHNS and IH35 SVRD Austin, TX",-97.7075627,30.3248245
"NORTH MOPAC EXPRESSWAY and WEST HOWARD LANE Austin, TX",-97.6774483,30.427745
"WEST HOWARD LANE and NORTH MOPAC EXPRESSWAY Austin, TX",-97.6774483,30.427745
"LAKECREEK PARKWAY and U S HIGHWAY 183 Austin, TX",-97.7963499,30.4618923
"LAKECREEK PARKWAY and U S HIGHWAY 183 SERVICE ROAD Austin, TX",-97.7963499,30.4618923
"SOUTH MOPAC and WALDINGWOOD Austin, TX",-97.7820804,30.2644528
"NORTH LAKECREEK AT and NORTH FM 620 ROAD Austin, TX",-97.789895,30.4672805
"LAKELINE BOULEVARD and US HIGHWAY 183 SERVICE ROAD Austin, TX",-97.8035175,30.4774444
"BURNET ROAD and RESEARCH BOULEVARD SERVICE ROAD Austin, TX",-97.7264367,30.3753847
"200 N IH 35 SVRD SB Austin, TX",-97.7371485,30.2627884
"12700 BLOCK NORTH HIGHWAY 183 SERVICE R Austin, TX",-97.6942319,30.075707
"WEST PARMER LANE and MOPAC EXPRESSWAY SERVICE ROAD Austin, TX",-97.702855,30.417464
"WEST PARMER LANE and MOPAC SERVICE ROAD Austin, TX",-97.7046218,30.4206944
"PARMER LANE and MOPAC SERVICE ROAD Austin, TX",-97.7046218,30.4206944
"DUVAL RD and N MOPAC EXPY SVRD NB Austin, TX",-97.7228833,30.41147
"412 BLOCK COMAL STREET Austin, TX",-97.727264,30.2619079
"N LAKECREEK PKY and N FM 620 RD Austin, TX",-97.7925417,30.4721861
"WEST BEN WHITE BOULEVARD SERVICE ROAD AT and SOUTH LAMAR BOULEVARD Austin, TX",-97.7943719,30.2319969
"2400 BLOCK WEST PARMER LANE Austin, TX",-97.700851,30.4183715
"AIRPORT BLVD and E KOENIG LN SVRD EB Austin, TX",-97.710681,30.3219346
"DUVAL ROAD and RESEARCH BOULEVARD SERVICE ROAD Austin, TX",-97.7479486,30.4194095
"1125 BARTON SPRINMGS ROAD Austin, TX",-97.7557817,30.2602543
"1110 BARTON SPRINGS ROAD Austin, TX",-97.7560582,30.2608983
"800 BLOCK WALLER CREEK Austin, TX",-97.7300659,30.266405
"700 BLOCK EAST 7TH STREET Austin, TX",-97.7349654,30.2674769
"500 BLOCK EAST 8TH STREET Austin, TX",-97.737015,30.2688013
"SOUTH IH 35 SERVICE ROAD AT and WEST SLAUGHTER LANE Austin, TX",-97.7898114,30.1663755
"US HWY 290 and SH 71 Austin, TX",-97.8744795,30.2333096
